episode:1, reward: -2.3697724123880315, mean reward: -1.97, score: -200.69837991094175, epsilon: 0.8963691086951295, total steps: 207
episode:42, reward: -7.233928179883855, mean reward: -6.89, score: -206.67588683720865, epsilon: 0.8748557343529948, total steps: 1446
episode:43, reward: -100, mean reward: -11.95, score: -262.9673194134496, epsilon: 0.8744787201249231, total steps: 1468
episode:44, reward: -7.175077430946798, mean reward: -4.12, score: -206.21981416240337, epsilon: 0.8736225103444699, total steps: 1518
episode:45, reward: -10.555454251295721, mean reward: -10.06, score: -201.1869153880417, epsilon: 0.8732802754493934, total steps: 1538
episode:46, reward: -10.948302798928415, mean reward: -11.25, score: -202.4601025321115, epsilon: 0.8729723856323245, total steps: 1556
episode:47, reward: -107.82741149978357, mean reward: -27.17, score: -135.83379246985527, epsilon: 0.8728868811195616, total steps: 1561
episode:48, reward: -7.960379093786257, mean reward: -7.3, score: -204.4739333611933, epsilon: 0.8724082199923078, total steps: 1589
episode:49, reward: -106.02379719403692, mean reward: -31.03, score: -124.10651022899214, epsilon: 0.8723398625640375, total steps: 1593
episode:50, reward: -102.32586334452651, mean reward: -12.22, score: -122.18213403078195, epsilon: 0.8721689938500922, total steps: 1603
episode:51, reward: -10.863207461103187, mean reward: -11.16, score: -200.8733090180503, epsilon: 0.8718615196293864, total steps: 1621
episode:52, reward: -3.218501965257036, mean reward: -3.65, score: -200.63589015115286, epsilon: 0.8709227273540393, total steps: 1676
episode:53, reward: -17.92238183769429, mean reward: -1.74, score: -212.10524446122014, epsilon: 0.868844141148072, total steps: 1798
episode:54, reward: -100, mean reward: -9.59, score: -268.4849380769151, epsilon: 0.8683678316228626, total steps: 1826
episode:55, reward: -5.235841435029855, mean reward: -4.16, score: -203.83975469745732, epsilon: 0.8675349565377253, total steps: 1875
episode:56, reward: -6.811798085989814, mean reward: -7.77, score: -201.95938152919615, epsilon: 0.8670933670840422, total steps: 1901
episode:57, reward: -99.71555053380862, mean reward: -26.04, score: -156.25503501519358, epsilon: 0.8669914957033428, total steps: 1907
episode:58, reward: -100, mean reward: -5.89, score: -182.69780956555655, epsilon: 0.8664653625329201, total steps: 1938
episode:59, reward: -5.685981106588015, mean reward: -4.27, score: -200.6342602674086, epsilon: 0.8656683229551797, total steps: 1985
episode:60, reward: -11.025410237910629, mean reward: -11.47, score: -206.5476310771835, epsilon: 0.8653632798511087, total steps: 2003
episode:61, reward: -8.080528849278418, mean reward: -5.34, score: -202.98999067883886, epsilon: 0.8647196745453414, total steps: 2041
episode:62, reward: -9.75433552085583, mean reward: -5.87, score: -205.6048280163978, epsilon: 0.8641273296445318, total steps: 2076
episode:63, reward: -4.867901725139458, mean reward: -8.48, score: -203.49120907611967, epsilon: 0.8637213992106063, total steps: 2100
episode:64, reward: -13.663933190123773, mean reward: -10.02, score: -200.34981210893596, epsilon: 0.863383278464533, total steps: 2120
episode:65, reward: -5.438957391523982, mean reward: -4.61, score: -202.6383931366854, epsilon: 0.8626399072913812, total steps: 2164
episode:66, reward: -5.223238145525019, mean reward: -5.17, score: -201.78992601024328, epsilon: 0.86198157810242, total steps: 2203
episode:67, reward: -2.741612753874792, mean reward: -2.43, score: -202.0383511151999, epsilon: 0.8605822932852996, total steps: 2286
episode:68, reward: -5.472085867440055, mean reward: -5.64, score: -202.95080034453866, epsilon: 0.8599761245857181, total steps: 2322
episode:69, reward: -8.589461017635218, mean reward: -8.16, score: -203.92719550008607, epsilon: 0.8595554408212803, total steps: 2347
episode:70, reward: -96.61486177337738, mean reward: -3.82, score: -133.6977113536502, epsilon: 0.8589668505953714, total steps: 2382
episode:71, reward: -6.377567299362477, mean reward: -9.57, score: -200.9444240916389, epsilon: 0.8586139018893421, total steps: 2403
episode:72, reward: -100, mean reward: -4.76, score: -195.2503300930916, epsilon: 0.8579252553094426, total steps: 2444
episode:73, reward: -9.057702114517845, mean reward: -5.41, score: -205.4534609747086, epsilon: 0.8572875211928466, total steps: 2482
episode:74, reward: -9.035842098253198, mean reward: -10.27, score: -205.49694708058405, epsilon: 0.8569520738773081, total steps: 2502
episode:75, reward: -9.988120291933328, mean reward: -9.51, score: -209.1820477767032, epsilon: 0.8565832428192779, total steps: 2524
episode:76, reward: -7.015188313991033, mean reward: -6.67, score: -206.80843519017338, epsilon: 0.8560638124445602, total steps: 2555
episode:77, reward: -100, mean reward: -5.64, score: -214.33183829767586, epsilon: 0.8554275476540104, total steps: 2593
episode:78, reward: -10.635745757195378, mean reward: -11.15, score: -200.69867544113382, epsilon: 0.8551263343883652, total steps: 2611
episode:79, reward: -100, mean reward: -12.79, score: -166.2787732184828, epsilon: 0.8549088615337489, total steps: 2624
episode:80, reward: -11.937566507405883, mean reward: -11.86, score: -201.54194200783382, epsilon: 0.8546245625860174, total steps: 2641
episode:81, reward: -4.863919090940958, mean reward: -5.95, score: -202.27203520479375, epsilon: 0.8540562659036958, total steps: 2675
episode:82, reward: -6.252650301642231, mean reward: -2.14, score: -203.45951991417442, epsilon: 0.8524705047793848, total steps: 2770
episode:83, reward: -100, mean reward: -16.67, score: -266.7068319417693, epsilon: 0.8522037371093618, total steps: 2786
episode:84, reward: -100, mean reward: -15.22, score: -197.9093961581408, epsilon: 0.8519870536781514, total steps: 2799
episode:85, reward: -13.378489317747567, mean reward: -8.79, score: -210.86767818236447, epsilon: 0.8515871764834572, total steps: 2823
episode:86, reward: -97.5396845849279, mean reward: -2.54, score: -132.03539525694123, epsilon: 0.8507214597533046, total steps: 2875
episode:87, reward: -104.69598846645337, mean reward: -13.26, score: -159.16604772627397, epsilon: 0.8505218117839883, total steps: 2887
episode:88, reward: -7.690221863220121, mean reward: -6.97, score: -202.0975986722524, epsilon: 0.8500395346795174, total steps: 2916
episode:89, reward: -5.8279933149657746, mean reward: -5.23, score: -203.87336887025523, epsilon: 0.8493914132012628, total steps: 2955
episode:90, reward: -5.665194220419711, mean reward: -6.59, score: -204.2065522598011, epsilon: 0.848876614282488, total steps: 2986
episode:91, reward: -10.886734614043096, mean reward: -10.21, score: -204.2989384920306, epsilon: 0.8485446619003781, total steps: 3006
episode:92, reward: -4.044876428092819, mean reward: -4.72, score: -203.02575112502092, epsilon: 0.8478314312840333, total steps: 3049
episode:93, reward: -100, mean reward: -7.21, score: -172.95924271043688, epsilon: 0.847433626116085, total steps: 3073
episode:94, reward: -100, mean reward: -15.3, score: -244.86696837458277, epsilon: 0.8471685328707008, total steps: 3089
episode:95, reward: -7.182745623540462, mean reward: -7.41, score: -200.18856726237826, epsilon: 0.8467213878358923, total steps: 3116
episode:96, reward: -8.98356118095007, mean reward: -8.43, score: -202.23784216345828, epsilon: 0.8463241361445345, total steps: 3140
episode:97, reward: -11.570179889011465, mean reward: -7.49, score: -209.72920642648052, epsilon: 0.8458609261731376, total steps: 3168
episode:98, reward: -100, mean reward: -13.42, score: -228.11864441921594, epsilon: 0.8455798230139295, total steps: 3185
episode:99, reward: -5.918040194811298, mean reward: -6.61, score: -204.8111045750809, epsilon: 0.8450674787156007, total steps: 3216
episode:100, reward: -15.557903045985741, mean reward: -11.18, score: -212.36839960967245, epsilon: 0.8447536243395811, total steps: 3235
episode:101, reward: -92.86287991977113, mean reward: -2.38, score: -214.60218297108423, epsilon: 0.8432686282767009, total steps: 3325
episode:102, reward: -4.474244072273842, mean reward: -4.51, score: -203.1032812019627, epsilon: 0.8425271710869414, total steps: 3370
episode:103, reward: -10.892092590026005, mean reward: -10.51, score: -210.28218112031735, epsilon: 0.842197857050674, total steps: 3390
episode:104, reward: -8.126381023453659, mean reward: -7.14, score: -206.93573137782116, epsilon: 0.8417205947412123, total steps: 3419
episode:105, reward: -111.33641232041909, mean reward: -23.74, score: -189.9328747952436, epsilon: 0.8415889867799576, total steps: 3427
episode:106, reward: -100, mean reward: -9.67, score: -145.04574529613552, epsilon: 0.8413422808157242, total steps: 3442
episode:107, reward: -9.782672724641882, mean reward: -4.81, score: -202.20407285657754, epsilon: 0.8406519130844783, total steps: 3484
episode:108, reward: -4.163880698568345, mean reward: -1.91, score: -202.6366778816316, epsilon: 0.8389122333971476, total steps: 3590
episode:109, reward: -5.165491479013867, mean reward: -8.43, score: -202.2859482987854, epsilon: 0.8385188754129956, total steps: 3614
episode:110, reward: -3.9518961011867315, mean reward: -4.62, score: -203.125761704264, epsilon: 0.8377982284351346, total steps: 3658
episode:111, reward: -4.000315477060354, mean reward: -8.45, score: -202.8070640423674, epsilon: 0.8374054259028157, total steps: 3682
episode:112, reward: -10.066480062418433, mean reward: -5.14, score: -205.56435335016673, epsilon: 0.8367511901996169, total steps: 3722
episode:113, reward: -9.77183105023508, mean reward: -10.07, score: -201.43034235498743, epsilon: 0.836424276221857, total steps: 3742
episode:114, reward: -3.4853998748275, mean reward: -2.68, score: -201.04840414214976, epsilon: 0.8351995581748086, total steps: 3817
episode:115, reward: -100, mean reward: -6.56, score: -177.06912868492418, epsilon: 0.8347591267361675, total steps: 3844
episode:116, reward: -100, mean reward: -6.53, score: -195.9595413905249, epsilon: 0.8342700482094658, total steps: 3874
episode:117, reward: -9.715799649603904, mean reward: -9.18, score: -202.02128105336215, epsilon: 0.8339115843538956, total steps: 3896
episode:118, reward: -2.2475146468886895, mean reward: -1.94, score: -200.03296415893254, epsilon: 0.8322354997348432, total steps: 3999
episode:119, reward: -5.313840799015584, mean reward: -2.46, score: -203.9157592625036, epsilon: 0.8308874762233374, total steps: 4082
episode:120, reward: -100, mean reward: -12.39, score: -210.62992269487674, epsilon: 0.8306116617822291, total steps: 4099
episode:121, reward: -2.354569398455283, mean reward: -2.35, score: -201.89063088799944, epsilon: 0.8292178574624572, total steps: 4185
episode:122, reward: -105.80525374440151, mean reward: -14.25, score: -170.94254538304287, epsilon: 0.8290235710960779, total steps: 4197
episode:123, reward: 1.1359007195975872, mean reward: -1.73, score: -197.42354790616747, epsilon: 0.8271802649747222, total steps: 4311
episode:124, reward: -6.728487410039936, mean reward: -7.1, score: -205.81846321192813, epsilon: 0.8267120500649889, total steps: 4340
episode:125, reward: -104.69350817605743, mean reward: -14.92, score: -149.19274164320018, epsilon: 0.8265506620609019, total steps: 4350
episode:126, reward: -2.6209428329755378, mean reward: -3.79, score: -200.98321662735003, epsilon: 0.8256958653189228, total steps: 4403
episode:127, reward: -9.451195592774294, mean reward: -5.23, score: -209.20624939862483, epsilon: 0.825051358800145, total steps: 4443
episode:128, reward: -3.7349824214547542, mean reward: -2.48, score: -203.12577782741437, epsilon: 0.8237317940708595, total steps: 4525
episode:129, reward: -11.445675932839448, mean reward: -6.67, score: -206.68400416046512, epsilon: 0.8232335196530567, total steps: 4556
episode:130, reward: -98.24358042886254, mean reward: -4.79, score: -162.87950540565427, epsilon: 0.8226873940880275, total steps: 4590
episode:131, reward: -100, mean reward: -7.82, score: -234.48737937064968, epsilon: 0.822205838921064, total steps: 4620
episode:132, reward: -100, mean reward: -7.01, score: -266.26883832335716, epsilon: 0.8215962998513565, total steps: 4658
episode:133, reward: -9.139129538043898, mean reward: -9.31, score: -204.83811439866855, epsilon: 0.8212436287462697, total steps: 4680
episode:134, reward: -8.714313443837147, mean reward: -4.35, score: -204.46414948445795, epsilon: 0.8204907349624063, total steps: 4727
episode:135, reward: -8.388879807854313, mean reward: -5.08, score: -208.08451931297833, epsilon: 0.8198345555321043, total steps: 4768
episode:136, reward: -10.506591049828021, mean reward: -10.36, score: -207.18556601534848, epsilon: 0.8195146708215362, total steps: 4788
episode:137, reward: -100, mean reward: -9.37, score: -149.96959015156665, epsilon: 0.8192588587579638, total steps: 4804
episode:138, reward: -5.878031387379046, mean reward: -6.14, score: -202.4871867664174, epsilon: 0.8187315149199853, total steps: 4837
episode:139, reward: -9.25299372557862, mean reward: -6.37, score: -203.87362099716393, epsilon: 0.8182204964403794, total steps: 4869
episode:140, reward: -10.825650434820686, mean reward: -7.52, score: -202.99479189124565, epsilon: 0.8177895888387152, total steps: 4896
episode:141, reward: -12.364192109921104, mean reward: -7.06, score: -211.83952641356862, epsilon: 0.8173110860878293, total steps: 4926
episode:142, reward: -111.81154561640174, mean reward: -25.97, score: -181.81879379821422, epsilon: 0.8171994783623378, total steps: 4933
episode:143, reward: -3.9371250245671368, mean reward: -2.29, score: -201.4154346545537, epsilon: 0.8157977938691519, total steps: 5021
episode:144, reward: -9.662699992065255, mean reward: -6.11, score: -207.8888326180962, epsilon: 0.8152569200681007, total steps: 5055
episode:145, reward: -3.3287227276916775, mean reward: -3.28, score: -203.16887712640025, epsilon: 0.8142716040444827, total steps: 5117
episode:146, reward: -4.887729997072685, mean reward: -5.8, score: -203.04003421950307, epsilon: 0.813715937596705, total steps: 5152
episode:147, reward: -4.702738568542884, mean reward: -5.29, score: -201.09127010837304, epsilon: 0.8131131000129151, total steps: 5190
episode:148, reward: -7.293183902075313, mean reward: -8.41, score: -201.84779352803145, epsilon: 0.8127326056841501, total steps: 5214
episode:149, reward: -2.8933771004548516, mean reward: -7.15, score: -200.244234784459, epsilon: 0.8122889354091625, total steps: 5242
episode:150, reward: -7.4023841545357305, mean reward: -7.3, score: -204.51786442587894, epsilon: 0.8118455232106114, total steps: 5270
episode:151, reward: -2.0641639596027677, mean reward: -6.3, score: -201.45396219757114, epsilon: 0.8113390822316616, total steps: 5302
episode:152, reward: -12.875786825890017, mean reward: -9.16, score: -201.45701596619045, epsilon: 0.8109910993609194, total steps: 5324
episode:153, reward: -99.99591246093522, mean reward: -5.67, score: -153.09784683693914, epsilon: 0.8105642468478287, total steps: 5351
episode:154, reward: -10.638792301079368, mean reward: -7.49, score: -209.85689351294363, epsilon: 0.8101218378751035, total steps: 5379
episode:155, reward: -4.477691244253242, mean reward: -5.32, score: -202.1843031651289, epsilon: 0.809521837286439, total steps: 5417
episode:156, reward: -90.05979909189841, mean reward: -2.31, score: -189.3576163894803, epsilon: 0.808228712364812, total steps: 5499
episode:157, reward: -9.989703229293058, mean reward: -5.67, score: -209.89848328112308, epsilon: 0.8076459502211712, total steps: 5536
episode:158, reward: 3.8700661126693827, mean reward: -1.68, score: -189.63122990432637, epsilon: 0.8058689344759474, total steps: 5649
episode:159, reward: -4.403818543282339, mean reward: -4.25, score: -203.84389275795664, epsilon: 0.805115357733369, total steps: 5697
episode:160, reward: -100, mean reward: -10.24, score: -204.83511330721296, epsilon: 0.8048015892023018, total steps: 5717
episode:161, reward: -100, mean reward: -13.41, score: -201.1317512378828, epsilon: 0.8045663483677538, total steps: 5732
episode:162, reward: -9.497267675011189, mean reward: -5.29, score: -200.90272054621016, epsilon: 0.8039707329931546, total steps: 5770
episode:163, reward: 0.6081464297447816, mean reward: -2.59, score: -196.8485029207671, epsilon: 0.8027809123161099, total steps: 5846
episode:164, reward: -100, mean reward: -7.11, score: -149.40377314302057, epsilon: 0.8024524772897177, total steps: 5867
episode:165, reward: -100, mean reward: -14.07, score: -253.3236333508022, epsilon: 0.8021710756061182, total steps: 5885
episode:166, reward: -11.466440891114406, mean reward: -11.28, score: -202.97386730570113, epsilon: 0.8018897791609356, total steps: 5903
episode:167, reward: -4.016675923348251, mean reward: -4.88, score: -200.0242163047497, epsilon: 0.801249441017267, total steps: 5944
episode:168, reward: -94.69596092231495, mean reward: -3.41, score: -109.2578917177702, epsilon: 0.8007500438419173, total steps: 5976
episode:169, reward: -200, mean reward: -12.51, score: -375.43890915233624, epsilon: 0.8002821604967557, total steps: 6006
episode:170, reward: -11.790041211265331, mean reward: -11.87, score: -201.70806070078157, epsilon: 0.8000171560485196, total steps: 6023
episode:171, reward: -5.124227409421556, mean reward: -3.65, score: -200.80889233568635, epsilon: 0.799160429829249, total steps: 6078
episode:172, reward: -2.8745285423103297, mean reward: -2.59, score: -202.16937243739523, epsilon: 0.7979471140604002, total steps: 6156
episode:173, reward: -90.66569832700391, mean reward: -2.36, score: -193.75568438902928, epsilon: 0.7966736956993087, total steps: 6238
episode:174, reward: -7.614505312283165, mean reward: -7.26, score: -203.25370595845703, epsilon: 0.7962393666547286, total steps: 6266
episode:175, reward: -6.805579843966416, mean reward: -2.76, score: -206.70525515093476, epsilon: 0.7950772295648734, total steps: 6341
episode:176, reward: 11.749602419706793, mean reward: -1.75, score: -187.73768985028497, epsilon: 0.7934223794698289, total steps: 6448
episode:177, reward: -1.233872512055904, mean reward: -4.45, score: -200.41882259829052, epsilon: 0.7927275128778102, total steps: 6493
episode:178, reward: -8.515605907829443, mean reward: -8.79, score: -202.23006449248822, epsilon: 0.7923726096924804, total steps: 6516
episode:179, reward: -100, mean reward: -10.6, score: -148.40793070921112, epsilon: 0.7921566647016764, total steps: 6530
episode:180, reward: -6.822367884772243, mean reward: -6.57, score: -203.57661638247384, epsilon: 0.7916787243057196, total steps: 6561
episode:181, reward: -4.413859458602184, mean reward: -4.12, score: -202.09930028834916, epsilon: 0.7909238978001057, total steps: 6610
episode:182, reward: -97.4923240051306, mean reward: -14.01, score: -98.10478795334872, epsilon: 0.7908161281712093, total steps: 6617
episode:183, reward: -6.4128170513191955, mean reward: -6.84, score: -205.29347886857676, epsilon: 0.7903544358529183, total steps: 6647
episode:184, reward: -9.647832661008684, mean reward: -11.4, score: -205.1837554555159, epsilon: 0.7900775585869151, total steps: 6665
episode:185, reward: -5.99401801769301, mean reward: -5.78, score: -202.20551857877916, epsilon: 0.7895394825078303, total steps: 6700
episode:186, reward: -50.62649267550536, mean reward: -2.07, score: -240.02567502999403, epsilon: 0.7877589399905842, total steps: 6816
episode:187, reward: -111.37667648163625, mean reward: -30.71, score: -153.5301665327702, epsilon: 0.7876822889147989, total steps: 6821
episode:188, reward: -4.87354162029131, mean reward: -5.63, score: -202.5061908863169, epsilon: 0.7871306362109588, total steps: 6857
episode:189, reward: -100, mean reward: -7.15, score: -157.2504237045714, epsilon: 0.7867937182188484, total steps: 6879
episode:190, reward: -8.17376329491658, mean reward: -8.18, score: -204.44422793515187, epsilon: 0.7864110437848915, total steps: 6904
episode:191, reward: -1.7805534856654759, mean reward: -3.25, score: -201.41139338765322, epsilon: 0.7854628686264807, total steps: 6966
episode:192, reward: -7.16122824245168, mean reward: -7.7, score: -200.13386545197517, epsilon: 0.7850656102049737, total steps: 6992
episode:193, reward: -11.658442186527544, mean reward: -7.98, score: -207.59759064091676, epsilon: 0.7846685663616052, total steps: 7018
episode:194, reward: -100, mean reward: -9.75, score: -194.90663910507783, epsilon: 0.7843632939624576, total steps: 7038
episode:195, reward: -10.084556647616031, mean reward: -10.0, score: -209.95835484572893, epsilon: 0.7840428944625661, total steps: 7059
episode:196, reward: -92.56187453166937, mean reward: -2.33, score: -255.92534094688847, epsilon: 0.7823668938134495, total steps: 7169
episode:197, reward: -100, mean reward: -13.66, score: -177.5301307361126, epsilon: 0.7821690740276328, total steps: 7182
episode:198, reward: -100.84753910395376, mean reward: -23.32, score: -139.9063368794934, epsilon: 0.7820777906107295, total steps: 7188
episode:199, reward: -100, mean reward: -9.75, score: -253.5281610968877, epsilon: 0.7816823606306115, total steps: 7214
episode:200, reward: -3.9852304270095913, mean reward: -4.13, score: -202.26237157623245, epsilon: 0.7809377076947853, total steps: 7263
episode:201, reward: -100, mean reward: -8.32, score: -174.81913638131763, epsilon: 0.7806188027632308, total steps: 7284
episode:202, reward: -11.607987396684681, mean reward: -1.93, score: -196.95675565398423, epsilon: 0.7790718139933761, total steps: 7386
episode:203, reward: -2.7465050016556005, mean reward: -3.41, score: -201.4080338231892, epsilon: 0.7781784829104288, total steps: 7445
episode:204, reward: -100, mean reward: -10.77, score: -247.72468598519245, epsilon: 0.7778305317997016, total steps: 7468
episode:205, reward: -4.183094558711708, mean reward: -4.11, score: -201.17692486605216, epsilon: 0.777089798974297, total steps: 7517
episode:206, reward: -100, mean reward: -12.2, score: -280.56973485141486, epsilon: 0.7767423680777669, total steps: 7540
episode:207, reward: -10.87951094670683, mean reward: -11.06, score: -210.10908225375113, epsilon: 0.776455485167113, total steps: 7559
episode:208, reward: -7.823433739058708, mean reward: -3.4, score: -207.51666066425804, epsilon: 0.7755352052509052, total steps: 7620
episode:209, reward: -8.631909576490045, mean reward: -5.21, score: -203.27772806845465, epsilon: 0.7749474406100725, total steps: 7659
episode:210, reward: -7.02979907735294, mean reward: -6.43, score: -205.69823076600062, epsilon: 0.7744655278333687, total steps: 7691
episode:211, reward: -7.901257291170892, mean reward: -8.46, score: -202.94184287157546, epsilon: 0.7741043034949033, total steps: 7715
episode:212, reward: -100, mean reward: -12.6, score: -163.84689926427103, epsilon: 0.7739087155192093, total steps: 7728
episode:213, reward: -105.90759557924872, mean reward: -14.2, score: -170.43040419128224, epsilon: 0.773728219663549, total steps: 7740
episode:214, reward: -35.19085593150764, mean reward: -1.65, score: -221.65212472533216, epsilon: 0.7717157371704981, total steps: 7874
episode:215, reward: -8.817738496230382, mean reward: -5.03, score: -206.23679729039648, epsilon: 0.7711010963970699, total steps: 7915
episode:216, reward: -99.99210063280432, mean reward: -15.23, score: -137.08036123437492, epsilon: 0.7709662453306375, total steps: 7924
episode:217, reward: -1.1710122630056699, mean reward: -4.9, score: -201.03821703835874, epsilon: 0.7703522428531759, total steps: 7965
episode:218, reward: -10.198132187956652, mean reward: -6.45, score: -206.3277443446912, epsilon: 0.7698733847593174, total steps: 7997
episode:219, reward: -100, mean reward: -11.09, score: -188.58733935126486, epsilon: 0.7696191208847752, total steps: 8014
episode:220, reward: -100, mean reward: -5.67, score: -192.6346802731149, epsilon: 0.7691108625268405, total steps: 8048
episode:221, reward: -10.809476612827272, mean reward: -6.97, score: -208.9859552432235, epsilon: 0.7686626973903067, total steps: 8078
episode:222, reward: -11.516123593311951, mean reward: -11.72, score: -210.9830554018115, epsilon: 0.7683939323864167, total steps: 8096
episode:223, reward: -92.97851195598273, mean reward: -2.58, score: -154.51454389861664, epsilon: 0.7674987747530343, total steps: 8156
episode:224, reward: -108.46295735250071, mean reward: -25.24, score: -151.4501136207666, epsilon: 0.7674093203604536, total steps: 8162
episode:225, reward: -200, mean reward: -16.57, score: -331.36143945177594, epsilon: 0.7671112195917194, total steps: 8182
episode:226, reward: -100, mean reward: -11.88, score: -237.61038776362594, epsilon: 0.7668132426909998, total steps: 8202
episode:227, reward: -4.187318526756806, mean reward: -3.21, score: -201.93476344176528, epsilon: 0.7658754245086505, total steps: 8265
episode:228, reward: -106.0002392556195, mean reward: -31.0, score: -124.00098106575267, epsilon: 0.7658159219382825, total steps: 8269
episode:229, reward: -10.056908530576845, mean reward: -5.95, score: -208.33642199455545, epsilon: 0.765295485370312, total steps: 8304
episode:230, reward: -100, mean reward: -6.92, score: -159.1293067965473, epsilon: 0.7649536902411316, total steps: 8327
episode:231, reward: -2.046503846432417, mean reward: -3.04, score: -200.56397285639227, epsilon: 0.763973793321513, total steps: 8393
episode:232, reward: -100, mean reward: -7.73, score: -293.90283927879307, epsilon: 0.7634102195956464, total steps: 8431
episode:233, reward: -7.181054826827297, mean reward: -10.21, score: -204.24467804655734, epsilon: 0.7631137805491373, total steps: 8451
