episode:370, reward: -12.224182563679491, mean reward: -12.47, score: -212.06665307927318, epsilon: 0.6237361850942094, total steps: 11793
episode:411, reward: -13.486465302858017, mean reward: -12.86, score: -205.79819427464838, epsilon: 0.5968108876079078, total steps: 13235
episode:412, reward: -5.816179593345089, mean reward: -5.43, score: -200.82713600789512, epsilon: 0.5961369032223296, total steps: 13272
episode:410, reward: 20.21149627877284, mean reward: 12.13, score: 6076.548923966877, epsilon: 0.5880418522833561, total steps: 13720
episode:410, reward: -9.37624461702373, mean reward: -9.21, score: -202.71334198584663, epsilon: 0.5855903962428659, total steps: 13857
episode:411, reward: -5.6875065028163645, mean reward: -6.46, score: -200.26383726602344, epsilon: 0.5850372386807096, total steps: 13888
episode:412, reward: -3.8046651907551747, mean reward: -4.17, score: -200.35009933468947, epsilon: 0.5841818635813798, total steps: 13936
episode:413, reward: -6.991479171679961, mean reward: -7.72, score: -200.83551642192947, epsilon: 0.5837191065232997, total steps: 13962
episode:414, reward: -13.644089704292757, mean reward: -12.9, score: -206.43006190579484, epsilon: 0.5834345322263785, total steps: 13978
episode:415, reward: -10.246808458775067, mean reward: -8.8, score: -202.43257724134594, epsilon: 0.5830257224820977, total steps: 14001
episode:416, reward: -17.821119669996698, mean reward: -17.59, score: -211.03895824350624, epsilon: 0.5828125548294777, total steps: 14013
episode:417, reward: -14.042339468439343, mean reward: -4.03, score: -205.69308503137003, epsilon: 0.5819075429643099, total steps: 14064
episode:418, reward: -4.247564958535236, mean reward: -3.8, score: -201.5672058635277, epsilon: 0.5809686692210736, total steps: 14117
episode:419, reward: -10.257497897652822, mean reward: -11.99, score: -203.87048796220847, epsilon: 0.5806678722090508, total steps: 14134
episode:420, reward: -10.942565258351113, mean reward: -12.24, score: -208.12645406555288, epsilon: 0.5803672456003828, total steps: 14151
episode:421, reward: -5.064226655038829, mean reward: -5.61, score: -202.0860049772676, epsilon: 0.5797311866173791, total steps: 14187
episode:422, reward: -12.54917073840473, mean reward: -12.3, score: -209.15254767141374, epsilon: 0.5794310906468513, total steps: 14204
episode:423, reward: -8.086493036396687, mean reward: -8.57, score: -205.62422633344846, epsilon: 0.5790077151471138, total steps: 14228
episode:424, reward: -8.90678862649264, mean reward: -7.41, score: -200.0181374615333, epsilon: 0.578531822387346, total steps: 14255
episode:425, reward: -8.383445077408135, mean reward: -7.06, score: -204.7134228238641, epsilon: 0.5780211551546333, total steps: 14284
episode:426, reward: -16.195935595653562, mean reward: -16.76, score: -201.06145408946574, epsilon: 0.5778099889286321, total steps: 14296
episode:427, reward: -4.2774265449377, mean reward: -5.43, score: -201.08415678747022, epsilon: 0.5771594245394586, total steps: 14333
episode:428, reward: -9.023177868820264, mean reward: -9.85, score: -206.75314711317972, epsilon: 0.5767905420662092, total steps: 14354
episode:429, reward: -8.604253890135867, mean reward: -9.1, score: -200.18978679790555, epsilon: 0.5764043706155322, total steps: 14376
episode:430, reward: -5.836977438122566, mean reward: -5.75, score: -201.10230603366364, epsilon: 0.5757905902912884, total steps: 14411
episode:431, reward: -7.531150341671358, mean reward: -6.02, score: -204.82641303912519, epsilon: 0.5751950318358299, total steps: 14445
episode:432, reward: -2.2523441411619554, mean reward: -4.21, score: -201.95491704629774, epsilon: 0.5743553916761435, total steps: 14493
episode:433, reward: -14.578654332343953, mean reward: -13.11, score: -209.78156853905557, epsilon: 0.5740758100289827, total steps: 14509
episode:434, reward: -17.905960188572816, mean reward: -17.21, score: -206.5357810795882, epsilon: 0.5738662216254462, total steps: 14521
episode:435, reward: -10.923906819503731, mean reward: -11.77, score: -200.16162189373068, epsilon: 0.5735694481936057, total steps: 14538
episode:436, reward: -11.881273519339192, mean reward: -11.31, score: -203.66559095495464, epsilon: 0.5732554007483445, total steps: 14556
episode:437, reward: -17.799149500674783, mean reward: -17.85, score: -214.22526171111056, epsilon: 0.5730461404428963, total steps: 14568
episode:438, reward: -11.028654948031171, mean reward: -12.15, score: -206.5171518482341, epsilon: 0.572749831592082, total steps: 14585
episode:439, reward: -13.515746289500685, mean reward: -13.16, score: -210.56494557831593, epsilon: 0.5724711060153269, total steps: 14601
episode:440, reward: -10.058604738968224, mean reward: -9.5, score: -209.08670277320496, epsilon: 0.5720881009899226, total steps: 14623
episode:441, reward: -13.555201725954511, mean reward: -13.04, score: -208.57058613533883, epsilon: 0.5718097282420592, total steps: 14639
episode:442, reward: -8.966787013201959, mean reward: -9.43, score: -207.43555538913836, epsilon: 0.5714272080492283, total steps: 14661
episode:443, reward: -4.488503621852777, mean reward: -6.77, score: -203.2139136768959, epsilon: 0.5709060414679004, total steps: 14691
episode:444, reward: -3.9878496166146586, mean reward: -3.48, score: -201.84260898827105, epsilon: 0.5698999293428353, total steps: 14749
episode:445, reward: -9.718779848884116, mean reward: -7.17, score: -207.95740473761572, epsilon: 0.5693976022416858, total steps: 14778
episode:446, reward: -17.85692361488747, mean reward: -17.45, score: -209.41703201174585, epsilon: 0.5691898847470577, total steps: 14790
episode:447, reward: -7.116952109687668, mean reward: -7.58, score: -204.56802014901416, epsilon: 0.5687228240596212, total steps: 14817
episode:448, reward: -5.794426282828312, mean reward: -5.37, score: -204.16585669781227, epsilon: 0.5680661911044782, total steps: 14855
episode:449, reward: -8.251893091031489, mean reward: -4.39, score: -202.14929155065795, epsilon: 0.5672724316492185, total steps: 14901
episode:440, reward: -1.7542832325053133, mean reward: -3.72, score: -200.80273259279087, epsilon: 0.5693802892768287, total steps: 14779
episode:441, reward: -3.7988503712945887, mean reward: -3.02, score: -202.11596550830643, epsilon: 0.5682216342771196, total steps: 14846
episode:442, reward: -15.810404701365574, mean reward: -17.15, score: -205.8565404049273, epsilon: 0.5680143870756124, total steps: 14858
episode:443, reward: -13.284532493215927, mean reward: -11.99, score: -203.85174418701695, epsilon: 0.5677209287439828, total steps: 14875
episode:444, reward: -16.08573534660391, mean reward: -17.54, score: -210.52554095720157, epsilon: 0.5675138817846378, total steps: 14887
episode:445, reward: -7.016432987919625, mean reward: -6.08, score: -206.5817036489623, epsilon: 0.5669276982853414, total steps: 14921
episode:446, reward: -48.88897283156132, mean reward: -2.62, score: -204.43863842031914, epsilon: 0.5655854319721499, total steps: 14999
episode:447, reward: -16.106318524759736, mean reward: -16.88, score: -202.5231627142349, epsilon: 0.5653792390406966, total steps: 15011
episode:448, reward: -4.703088950517866, mean reward: -7.49, score: -202.14627954693296, epsilon: 0.5649156063915474, total steps: 15038
episode:449, reward: -1.629998049394465, mean reward: -4.91, score: -201.35083917317698, epsilon: 0.5642123690511192, total steps: 15079
episode:450, reward: -5.486126766207619, mean reward: -3.52, score: -200.75692535749187, epsilon: 0.5632362931156968, total steps: 15136
episode:451, reward: -50.22889592751386, mean reward: -3.74, score: -220.49722630359054, epsilon: 0.5622279202975207, total steps: 15195
episode:452, reward: -8.615386202814634, mean reward: -8.45, score: -202.89634577880759, epsilon: 0.5618183018305157, total steps: 15219
episode:453, reward: -4.99800542440611, mean reward: -5.95, score: -202.46279276656335, epsilon: 0.5612385696653874, total steps: 15253
episode:454, reward: -17.1380517997433, mean reward: -16.8, score: -201.61972246067987, epsilon: 0.5610341151311543, total steps: 15265
episode:455, reward: -38.86892222754799, mean reward: -3.19, score: -229.59880038075823, epsilon: 0.5598091038563746, total steps: 15337
episode:456, reward: -17.149142088754427, mean reward: -17.02, score: -204.28789629903983, epsilon: 0.5596052209941229, total steps: 15349
episode:457, reward: -7.925538163533005, mean reward: -7.96, score: -207.06341339383454, epsilon: 0.5591637544657229, total steps: 15375
episode:458, reward: -12.615898056151858, mean reward: -12.82, score: -205.14513208011437, epsilon: 0.5588922728648699, total steps: 15391
episode:459, reward: -16.7905796493276, mean reward: -16.66, score: -216.52188380760285, epsilon: 0.5586718006523911, total steps: 15404
episode:460, reward: -12.071417410512092, mean reward: -11.01, score: -209.15810109779844, epsilon: 0.5583497438407333, total steps: 15423
episode:461, reward: -3.491856595247676, mean reward: -4.26, score: -200.3805898478929, epsilon: 0.5575539527744867, total steps: 15470
episode:462, reward: -10.229617896961464, mean reward: -10.11, score: -202.20134049303286, epsilon: 0.5572156962373441, total steps: 15490
episode:463, reward: -14.142619519296414, mean reward: -12.81, score: -205.01559197782964, epsilon: 0.5569452533238717, total steps: 15506
episode:464, reward: -7.443076050037338, mean reward: -9.18, score: -202.062988976089, epsilon: 0.5565736297500655, total steps: 15528
episode:465, reward: -7.5786220096513555, mean reward: -2.96, score: -200.9978915797301, epsilon: 0.5554266965379963, total steps: 15596
episode:466, reward: -17.043720705064146, mean reward: -17.19, score: -206.27525885802356, epsilon: 0.5552245662881261, total steps: 15608
episode:467, reward: -1.9550837322147774, mean reward: -3.01, score: -201.45571271988607, epsilon: 0.5540974904598912, total steps: 15675
episode:468, reward: -12.680262939772065, mean reward: -12.93, score: -206.82437568633682, epsilon: 0.5538287101461007, total steps: 15691
episode:469, reward: -57.157868122476565, mean reward: -5.9, score: -236.19895706665764, epsilon: 0.5531573861813378, total steps: 15731
episode:470, reward: -10.278957776755005, mean reward: -11.77, score: -200.1419784507249, epsilon: 0.5528723444319581, total steps: 15748
episode:471, reward: -16.756686608609893, mean reward: -17.23, score: -206.76481392676968, epsilon: 0.5526712357186094, total steps: 15760
episode:472, reward: -5.0859402079758125, mean reward: -3.03, score: -202.7957493975789, epsilon: 0.5515498559656614, total steps: 15827
episode:473, reward: -10.321840739303354, mean reward: -9.94, score: -208.71543991036182, epsilon: 0.5511988939175333, total steps: 15848
episode:474, reward: -8.782548246185701, mean reward: -8.22, score: -205.42234196358214, epsilon: 0.5507814021516648, total steps: 15873
episode:475, reward: -6.944784255719275, mean reward: -5.42, score: -205.87699093446298, epsilon: 0.550147480610673, total steps: 15911
episode:476, reward: -3.9660916334512715, mean reward: -3.35, score: -200.71436194374635, epsilon: 0.5491481852778828, total steps: 15971
episode:477, reward: -9.718470031913538, mean reward: -9.99, score: -209.68623532286523, epsilon: 0.548798903810964, total steps: 15992
episode:478, reward: -15.123627455088204, mean reward: -16.3, score: -211.88874545980084, epsilon: 0.5485828044442236, total steps: 16005
episode:479, reward: -8.021732072422788, mean reward: -7.79, score: -202.51545594834477, epsilon: 0.5481508865384994, total steps: 16031
episode:480, reward: -6.328550904667287, mean reward: -6.08, score: -200.60799354287067, epsilon: 0.5476032218341172, total steps: 16064
episode:481, reward: -6.5753588254703095, mean reward: -3.49, score: -202.1520492772922, epsilon: 0.5466421183046823, total steps: 16122
episode:482, reward: -17.102808450439905, mean reward: -17.32, score: -207.85726951616334, epsilon: 0.546443501183433, total steps: 16134
episode:483, reward: -10.808083915142078, mean reward: -10.44, score: -208.75322277560753, epsilon: 0.5461126491455771, total steps: 16154
episode:484, reward: -9.935327403883884, mean reward: -8.38, score: -201.13642130536692, epsilon: 0.5457159177399818, total steps: 16178
episode:485, reward: -10.840217917462956, mean reward: -8.45, score: -202.77336926786555, epsilon: 0.545319503592591, total steps: 16202
episode:486, reward: -3.858942756600308, mean reward: -2.45, score: -203.2853530641563, epsilon: 0.5439510135834166, total steps: 16285
episode:487, reward: -9.114455168870107, mean reward: -9.02, score: -207.54188374454165, epsilon: 0.5435724629359594, total steps: 16308
episode:488, reward: -17.13981238915253, mean reward: -17.44, score: -209.26703785726593, epsilon: 0.5433750734313179, total steps: 16320
episode:489, reward: -15.427100619754304, mean reward: -13.98, score: -209.68433170721948, epsilon: 0.5431284475562089, total steps: 16335
episode:490, reward: -4.826341024987675, mean reward: -4.52, score: -203.48794414002833, epsilon: 0.5423893093770974, total steps: 16380
episode:491, reward: -8.494063011467004, mean reward: -7.07, score: -205.13359683874614, epsilon: 0.541913563025816, total steps: 16409
episode:492, reward: -16.1938342609156, mean reward: -13.89, score: -208.28773498403066, epsilon: 0.5416676677232514, total steps: 16424
episode:493, reward: -8.633429773192272, mean reward: -8.36, score: -200.57355750609378, epsilon: 0.5412744908807793, total steps: 16448
episode:494, reward: -4.831201304560804, mean reward: -5.1, score: -204.05738796493043, epsilon: 0.5406198947206888, total steps: 16488
episode:495, reward: -9.985073952722587, mean reward: -10.15, score: -202.95177683911578, epsilon: 0.5402929237932942, total steps: 16508
episode:496, reward: -9.53410700851864, mean reward: -10.53, score: -200.07571609144364, epsilon: 0.5399825032517727, total steps: 16527
episode:497, reward: -12.685757139725732, mean reward: -13.28, score: -212.4478697338688, epsilon: 0.5397212489240518, total steps: 16543
episode:498, reward: -11.932906695838366, mean reward: -10.53, score: -210.6628761537283, epsilon: 0.5393948768942002, total steps: 16563
episode:499, reward: -8.234689843714426, mean reward: -9.36, score: -205.98351419874004, epsilon: 0.5390361188784947, total steps: 16585
episode:500, reward: -8.778688438286943, mean reward: -7.7, score: -200.31581085276036, epsilon: 0.538612471182652, total steps: 16611
episode:501, reward: -11.666373140924604, mean reward: -12.74, score: -203.8057213707665, epsilon: 0.538351947343887, total steps: 16627
episode:502, reward: -6.53670528352647, mean reward: -5.95, score: -202.1721299828447, epsilon: 0.5377987953155876, total steps: 16661
episode:503, reward: -13.496352944720064, mean reward: -13.17, score: -210.69296723941522, epsilon: 0.5375387053215829, total steps: 16677
episode:504, reward: -9.253228597363124, mean reward: -9.73, score: -204.4209842888047, epsilon: 0.5371975476469745, total steps: 16698
episode:505, reward: -10.352911836195187, mean reward: -10.94, score: -207.9530063173005, epsilon: 0.5368890868896817, total steps: 16717
episode:506, reward: -12.196223698147076, mean reward: -10.73, score: -203.9558049533449, epsilon: 0.5365808214290182, total steps: 16736
episode:507, reward: -12.430743520851433, mean reward: -13.0, score: -207.923468748244, epsilon: 0.536321380847894, total steps: 16752
episode:508, reward: -2.428716006280271, mean reward: -2.77, score: -201.97475225047583, epsilon: 0.5351394374355175, total steps: 16825
episode:509, reward: -8.893726078075533, mean reward: -7.43, score: -208.01186695121945, epsilon: 0.5346868518666974, total steps: 16853
episode:510, reward: -10.431123463212018, mean reward: -11.55, score: -207.92887765095213, epsilon: 0.5343961269817646, total steps: 16871
episode:511, reward: -7.273519514388838, mean reward: -8.01, score: -200.32852513166182, epsilon: 0.5339926316890022, total steps: 16896
episode:512, reward: -4.749967975885193, mean reward: -2.94, score: -200.03242621377262, epsilon: 0.5328968241082667, total steps: 16964
episode:513, reward: -13.649220659008574, mean reward: -11.11, score: -211.15863070959924, epsilon: 0.5325910862801965, total steps: 16983
episode:514, reward: -8.009755286321989, mean reward: -6.46, score: -200.29561072060483, epsilon: 0.5320926663856692, total steps: 17014
episode:515, reward: -13.397113207203079, mean reward: -12.81, score: -204.9989271011706, epsilon: 0.5318356188490331, total steps: 17030
episode:516, reward: -10.130362812219548, mean reward: -11.26, score: -202.59909383236553, epsilon: 0.5315466041907915, total steps: 17048
episode:517, reward: -3.143048310485394, mean reward: -5.2, score: -202.97533441678956, epsilon: 0.530921000335955, total steps: 17087
episode:518, reward: -9.50084767428358, mean reward: -9.05, score: -208.16197173089998, epsilon: 0.5305524355369232, total steps: 17110
episode:519, reward: -7.930655854160731, mean reward: -4.8, score: -206.25118441736672, epsilon: 0.5298641371110314, total steps: 17153
episode:520, reward: -17.675596672923, mean reward: -15.32, score: -214.51230703635972, epsilon: 0.5296402527574585, total steps: 17167
episode:521, reward: -4.377781141994587, mean reward: -4.3, score: -201.8794177740116, epsilon: 0.528889404679376, total steps: 17214
episode:522, reward: -10.176647329705501, mean reward: -11.84, score: -201.20409263130531, epsilon: 0.5286181108905573, total steps: 17231
episode:523, reward: -3.6799372694985317, mean reward: -4.3, score: -202.2956947789526, epsilon: 0.5278688629143259, total steps: 17278
episode:524, reward: -10.427851263020873, mean reward: -11.64, score: -209.44556871943166, epsilon: 0.5275822275957719, total steps: 17296
episode:525, reward: -9.642153987062272, mean reward: -7.44, score: -200.9672805002835, epsilon: 0.5271525969537246, total steps: 17323
episode:526, reward: -5.014561536208727, mean reward: -5.89, score: -200.4166502253818, epsilon: 0.526612130332779, total steps: 17357
episode:527, reward: -11.384432395015438, mean reward: -11.21, score: -201.82906749479332, epsilon: 0.5263262488276073, total steps: 17375
episode:528, reward: -4.520424945352871, mean reward: -5.29, score: -200.98039069416967, epsilon: 0.5257232842039725, total steps: 17413
episode:529, reward: -7.034153407114149, mean reward: -4.47, score: -205.70035177361015, epsilon: 0.5249944007882856, total steps: 17459
episode:530, reward: -3.69230951683041, mean reward: -3.21, score: -202.51423517360442, epsilon: 0.5239979591765149, total steps: 17522
episode:531, reward: -13.649030768415015, mean reward: -13.9, score: -208.48304819542662, epsilon: 0.5237610194367978, total steps: 17537
episode:532, reward: -8.40132669319452, mean reward: -6.47, score: -206.9301543151575, epsilon: 0.5232559437709756, total steps: 17569
episode:533, reward: -13.376109065165414, mean reward: -12.89, score: -206.3160028399412, epsilon: 0.5230036078965122, total steps: 17585
episode:534, reward: -13.046032335661597, mean reward: -10.65, score: -213.01662551740472, epsilon: 0.5226883772464731, total steps: 17605
episode:535, reward: -5.457691947187342, mean reward: -4.91, score: -201.4862486983685, epsilon: 0.522042811034962, total steps: 17646
episode:536, reward: -8.037531105046838, mean reward: -8.62, score: -206.8596224840686, epsilon: 0.5216653277995605, total steps: 17670
episode:537, reward: -5.964079678086095, mean reward: -7.19, score: -201.39658668203887, epsilon: 0.521225312199503, total steps: 17698
episode:538, reward: -10.19526338181128, mean reward: -11.25, score: -202.58917579285415, epsilon: 0.5209426618157778, total steps: 17716
episode:539, reward: -17.35158347376924, mean reward: -17.79, score: -213.466166789799, epsilon: 0.5207543224214416, total steps: 17728
episode:540, reward: -9.58992104336867, mean reward: -11.9, score: -202.37939356869222, epsilon: 0.5204876372066832, total steps: 17745
episode:541, reward: -12.4059374011669, mean reward: -13.59, score: -203.7782743602261, epsilon: 0.520252452189234, total steps: 17760
episode:542, reward: -5.2950871296887945, mean reward: -3.78, score: -204.16061373702698, epsilon: 0.5194067591273861, total steps: 17814
episode:543, reward: -6.542267237515215, mean reward: -5.85, score: -204.80129191228107, epsilon: 0.5188594372415847, total steps: 17849
episode:544, reward: -16.818107582119772, mean reward: -17.25, score: -207.0562911324848, epsilon: 0.5186719309704424, total steps: 17861
episode:545, reward: -14.595181454586552, mean reward: -13.76, score: -206.45944290139926, epsilon: 0.5184376535791857, total steps: 17876
episode:546, reward: -6.94506173364754, mean reward: -2.78, score: -200.4492152602289, epsilon: 0.517314751232405, total steps: 17948
episode:547, reward: -8.650366439597466, mean reward: -5.7, score: -205.1432675253377, epsilon: 0.5167543098630006, total steps: 17984
episode:548, reward: -10.210040690612932, mean reward: -10.97, score: -208.41268534196584, epsilon: 0.5164587923904984, total steps: 18003
episode:549, reward: -6.229980931477158, mean reward: -5.52, score: -204.42291452397882, epsilon: 0.5158838478352387, total steps: 18040
episode:550, reward: -4.176005032978259, mean reward: -1.91, score: -200.2168134389385, epsilon: 0.5142561045801659, total steps: 18145
episode:551, reward: -15.839086285215643, mean reward: -16.91, score: -202.9551656877904, epsilon: 0.5140704392738706, total steps: 18157
episode:552, reward: -10.14061699971237, mean reward: -7.88, score: -204.98604171371954, epsilon: 0.5136684191270604, total steps: 18183
episode:553, reward: -13.052120183918104, mean reward: -16.06, score: -208.82646876812746, epsilon: 0.5134675396724638, total steps: 18196
episode:554, reward: -7.697122813505162, mean reward: -6.14, score: -202.57698776517066, epsilon: 0.5129580056739014, total steps: 18229
episode:555, reward: -8.872465469315477, mean reward: -9.18, score: -201.9416275320135, epsilon: 0.512618627590247, total steps: 18251
episode:556, reward: -15.10665162727483, mean reward: -17.25, score: -206.9702503893443, epsilon: 0.512433617143767, total steps: 18263
episode:557, reward: -7.912672394350744, mean reward: -9.17, score: -201.79583478930508, epsilon: 0.5120946234707336, total steps: 18285
episode:558, reward: -11.154314012596476, mean reward: -9.21, score: -202.69534702246347, epsilon: 0.5117558783019313, total steps: 18307
episode:559, reward: -34.89885461210355, mean reward: -5.37, score: -220.03749172890357, epsilon: 0.5111252429672211, total steps: 18348
episode:560, reward: -8.89845297790305, mean reward: -10.54, score: -200.34122677030894, epsilon: 0.5108332894417171, total steps: 18367
episode:561, reward: -4.698245109274763, mean reward: -5.62, score: -202.48377219348757, epsilon: 0.5102806211616753, total steps: 18403
episode:562, reward: -17.851944598480227, mean reward: -17.56, score: -210.77515337308537, epsilon: 0.5100965457307511, total steps: 18415
episode:563, reward: -7.386758563507383, mean reward: -3.48, score: -201.86948132622055, epsilon: 0.5092078850577902, total steps: 18473
episode:564, reward: -13.560472464477899, mean reward: -12.83, score: -205.32879489428612, epsilon: 0.5089630394837162, total steps: 18489
episode:565, reward: -7.9119856790651095, mean reward: -5.33, score: -207.7656083058154, epsilon: 0.5083667751881533, total steps: 18528
episode:566, reward: -11.401259453388274, mean reward: -12.29, score: -208.96877666085857, epsilon: 0.50810710759498, total steps: 18545
episode:567, reward: -12.228003778287407, mean reward: -10.6, score: -201.31193648686445, epsilon: 0.5078170649500358, total steps: 18564
episode:568, reward: -3.9482999686940343, mean reward: -3.7, score: -203.27801570788543, epsilon: 0.5069785025813404, total steps: 18619
episode:569, reward: -11.92477633631445, mean reward: -8.73, score: -209.59708555010863, epsilon: 0.5066130659734084, total steps: 18643
episode:570, reward: -9.417917414617781, mean reward: -11.42, score: -205.6033362849571, epsilon: 0.5063391803077406, total steps: 18661
episode:571, reward: -14.049378964257391, mean reward: -16.35, score: -212.52197999803403, epsilon: 0.5061414761685978, total steps: 18674
episode:572, reward: -6.530595765717111, mean reward: -7.19, score: -201.31221180689414, epsilon: 0.5057159427373322, total steps: 18702
episode:573, reward: -7.582062205062516, mean reward: -3.86, score: -204.50303637784396, epsilon: 0.5049115553232606, total steps: 18755
episode:574, reward: -15.837948867153061, mean reward: -16.85, score: -202.23743789172772, epsilon: 0.5047296270892038, total steps: 18767
episode:575, reward: -0.9385980434267425, mean reward: -3.34, score: -200.5769248622975, epsilon: 0.5038210766882765, total steps: 18827
episode:576, reward: -17.160529918419662, mean reward: -17.64, score: -211.69364978451264, epsilon: 0.5036395845584469, total steps: 18839
episode:577, reward: -1.8456611561668406, mean reward: -2.06, score: -201.84454258423008, epsilon: 0.5021601130346784, total steps: 18937
episode:578, reward: -16.21251304122863, mean reward: -17.28, score: -207.38890735233392, epsilon: 0.501979285157451, total steps: 18949
episode:579, reward: -7.989938100777033, mean reward: -7.92, score: -205.9186445119916, epsilon: 0.5015877394712864, total steps: 18975
episode:580, reward: -5.405412378654323, mean reward: -8.81, score: -202.568050641146, epsilon: 0.5012416548870675, total steps: 18998
episode:581, reward: -17.77800344407124, mean reward: -17.65, score: -211.76071256662422, epsilon: 0.5010611943196323, total steps: 19010
episode:582, reward: -8.544457924056326, mean reward: -11.26, score: -202.74320799648535, epsilon: 0.5007906387778197, total steps: 19028
episode:583, reward: -14.423219049561354, mean reward: -13.81, score: -207.11990301611894, epsilon: 0.5005652997978702, total steps: 19043
