episode:1, reward: -14.546365253923955, mean reward: -10.05, score: -201.01092064729642, epsilon: 0.898447134481164, total steps: 129
episode:49, reward: -4.43581505998236, mean reward: -4.96, score: -203.3517031207868, epsilon: 0.8589262719066184, total steps: 3468
episode:50, reward: -1.070394629733351, mean reward: -2.07, score: -200.92787687470036, epsilon: 0.8578061075086975, total steps: 3565
episode:51, reward: -8.266272751324951, mean reward: -5.46, score: -201.95549314416306, epsilon: 0.8573792371061306, total steps: 3602
episode:52, reward: -3.7062251162168813, mean reward: -1.09, score: -197.63430370585166, epsilon: 0.8552827776679297, total steps: 3784
episode:53, reward: -5.526982442589972, mean reward: -3.63, score: -203.38978051776283, epsilon: 0.8546388090675805, total steps: 3840
episode:54, reward: -2.026108395543215, mean reward: -1.41, score: -201.31611284783807, epsilon: 0.8529967247719441, total steps: 3983
episode:55, reward: -5.866701627457331, mean reward: -3.51, score: -200.02600977669147, epsilon: 0.8523431221560953, total steps: 4040
episode:56, reward: -3.740277827464803, mean reward: -2.05, score: -202.9121325959444, epsilon: 0.8512091817873161, total steps: 4139
episode:57, reward: -9.19031265734278, mean reward: -9.7, score: -203.7537724292987, epsilon: 0.850968855083588, total steps: 4160
episode:58, reward: -6.5686406463085225, mean reward: -6.42, score: -205.56046338809267, epsilon: 0.8506027815730131, total steps: 4192
episode:59, reward: -6.933205096373002, mean reward: -7.95, score: -206.6009561934815, epsilon: 0.8503054700439879, total steps: 4218
episode:60, reward: -6.365978004871889, mean reward: -2.93, score: -202.2924163012414, epsilon: 0.8495169861829763, total steps: 4287
episode:61, reward: -7.072747818593813, mean reward: -7.79, score: -202.64935761057038, epsilon: 0.8492200778744934, total steps: 4313
episode:62, reward: -3.153066800690834, mean reward: -5.16, score: -201.10546229552688, epsilon: 0.8487749221360054, total steps: 4352
episode:63, reward: -8.77356282678405, mean reward: -4.91, score: -206.16045651083888, epsilon: 0.8482958009334582, total steps: 4394
episode:64, reward: -3.3178616063174484, mean reward: -7.2, score: -201.5941474587574, epsilon: 0.8479765464682346, total steps: 4422
episode:65, reward: -6.585328574703919, mean reward: -2.23, score: -202.57430206867693, epsilon: 0.8469398509559102, total steps: 4513
episode:66, reward: -4.321490724707268, mean reward: -5.29, score: -200.9885208102004, epsilon: 0.846507343870793, total steps: 4551
episode:67, reward: -10.14760324181519, mean reward: -10.99, score: -208.78312531716892, epsilon: 0.846291178358389, total steps: 4570
episode:68, reward: -4.618374583413617, mean reward: -8.44, score: -202.65182669990455, epsilon: 0.8460182110371666, total steps: 4594
episode:69, reward: 1.0131418289305594, mean reward: -1.23, score: -198.82430410355747, epsilon: 0.8441894730066848, total steps: 4755
episode:70, reward: 5.489171417580836, mean reward: -0.82, score: -193.28373506441577, epsilon: 0.8415164284475982, total steps: 4991
episode:71, reward: -10.276777764702116, mean reward: -5.83, score: -209.81562553156425, epsilon: 0.8411094675118926, total steps: 5027
episode:72, reward: -3.216970298169704, mean reward: -1.43, score: -200.47095437217945, epsilon: 0.8395288297415184, total steps: 5167
episode:73, reward: -14.101717502148121, mean reward: -10.81, score: -205.36490543952704, epsilon: 0.8393145581401928, total steps: 5186
episode:74, reward: -8.201727402486304, mean reward: -8.0, score: -200.01223466226773, epsilon: 0.8390327104166607, total steps: 5211
episode:75, reward: 3.844715203377391, mean reward: -1.27, score: -195.1278719412883, epsilon: 0.8372987465134031, total steps: 5365
episode:76, reward: -5.180761486051139, mean reward: -5.45, score: -201.54662002838342, epsilon: 0.8368827128516857, total steps: 5402
episode:77, reward: -7.4453916202012875, mean reward: -8.49, score: -203.6915419582859, epsilon: 0.8366129707371414, total steps: 5426
episode:78, reward: -9.320661257084417, mean reward: -9.85, score: -206.74519601937502, epsilon: 0.8363770222399645, total steps: 5447
episode:79, reward: 4.34506323041586, mean reward: -0.9, score: -194.53232926646808, epsilon: 0.8339542273772539, total steps: 5663
episode:80, reward: -6.803177284682742, mean reward: -10.61, score: -201.66035433026587, epsilon: 0.8337414686769529, total steps: 5682
episode:81, reward: -7.682597586547461, mean reward: -6.88, score: -206.25422430399018, epsilon: 0.8334056514420674, total steps: 5712
episode:82, reward: -4.418519418605625, mean reward: -3.92, score: -203.58382677426638, epsilon: 0.832823909060633, total steps: 5764
episode:83, reward: -2.8887342285933357, mean reward: -1.95, score: -200.63955288446445, epsilon: 0.8316728866257656, total steps: 5867
episode:84, reward: 0.8636782980217033, mean reward: -2.03, score: -198.6174524137946, epsilon: 0.8305793102665584, total steps: 5965
episode:85, reward: -6.01650381315989, mean reward: -1.31, score: -203.2059292210933, epsilon: 0.8288527968533946, total steps: 6120
episode:86, reward: -1.4007293243877212, mean reward: -1.23, score: -201.1372166718072, epsilon: 0.8270301919002557, total steps: 6284
episode:87, reward: -11.428980844889903, mean reward: -11.25, score: -202.424430485898, epsilon: 0.8268304098239919, total steps: 6302
episode:88, reward: -11.413363116767716, mean reward: -8.27, score: -206.7607081139398, epsilon: 0.8265530199287703, total steps: 6327
episode:89, reward: -10.262164412142809, mean reward: -10.92, score: -207.45122511024982, epsilon: 0.8263422698550221, total steps: 6346
episode:90, reward: -92.32156989569782, mean reward: -1.71, score: -289.8942187202236, epsilon: 0.8244591547649567, total steps: 6516
episode:91, reward: -9.106145318659811, mean reward: -8.57, score: -205.6042646518967, epsilon: 0.8241936714259246, total steps: 6540
episode:92, reward: -8.667525046061385, mean reward: -8.99, score: -206.69221302274468, epsilon: 0.823939335291395, total steps: 6563
episode:93, reward: 2.7014756239148254, mean reward: -0.9, score: -194.29373371764908, epsilon: 0.8215548604242983, total steps: 6779
episode:94, reward: -4.0738305645595885, mean reward: -4.89, score: -200.6477612513946, epsilon: 0.821103082039778, total steps: 6820
episode:95, reward: 4.43446476924058, mean reward: -0.81, score: -190.11695962030092, epsilon: 0.81850774054005, total steps: 7056
episode:96, reward: -5.8206734504806485, mean reward: -3.8, score: -204.9973381578313, epsilon: 0.8179151203231063, total steps: 7110
episode:97, reward: -4.307069785355758, mean reward: -5.35, score: -203.262880183148, epsilon: 0.8174983652444011, total steps: 7148
episode:98, reward: -2.882753206092735, mean reward: -1.3, score: -200.76505637941412, epsilon: 0.8158007847362486, total steps: 7303
episode:99, reward: -2.496194595338989, mean reward: -1.36, score: -195.5725159399584, epsilon: 0.8142270423833391, total steps: 7447
episode:100, reward: 4.6595270316768715, mean reward: -0.97, score: -194.48961919845985, epsilon: 0.8120357665703773, total steps: 7648
episode:101, reward: -2.633653923551316, mean reward: -2.85, score: -202.379845439552, epsilon: 0.811263236427944, total steps: 7719
episode:102, reward: -8.260767333416606, mean reward: -4.95, score: -202.79271671244786, epsilon: 0.8108174842296376, total steps: 7760
episode:103, reward: -5.942526679738835, mean reward: -10.1, score: -201.99635183704018, epsilon: 0.8106001388563895, total steps: 7780
episode:104, reward: -0.755317180747455, mean reward: -1.12, score: -200.19602213229467, epsilon: 0.8086576603002391, total steps: 7959
episode:105, reward: -2.5814352087583403, mean reward: -1.35, score: -200.95256988752584, epsilon: 0.8070445207309258, total steps: 8108
episode:106, reward: -11.637859206747017, mean reward: -8.44, score: -211.02566462241788, epsilon: 0.806774195962961, total steps: 8133
episode:107, reward: 4.579518282955384, mean reward: -0.83, score: -191.63645708221026, epsilon: 0.8042809572228181, total steps: 8364
episode:108, reward: -10.556411968500827, mean reward: -10.62, score: -201.71681049823394, epsilon: 0.8040762516028772, total steps: 8383
episode:109, reward: 2.170086364799453, mean reward: -0.99, score: -197.58005433922006, epsilon: 0.8019355648198282, total steps: 8582
episode:110, reward: -4.874296671195914, mean reward: -2.21, score: -203.57205819660433, epsilon: 0.8009479557913028, total steps: 8674
episode:111, reward: -5.524132111587063, mean reward: -6.84, score: -205.2819105821169, epsilon: 0.8006261899078636, total steps: 8704
episode:112, reward: -3.920098421067077, mean reward: -5.03, score: -201.3274007489428, epsilon: 0.8001973831843627, total steps: 8744
episode:113, reward: 0.45553551593052777, mean reward: -1.49, score: -199.008180720702, epsilon: 0.798762664719495, total steps: 8878
episode:114, reward: -3.544267181257731, mean reward: -1.67, score: -201.871882951855, epsilon: 0.7974694929623509, total steps: 8999
episode:115, reward: -8.56811906803982, mean reward: -8.43, score: -202.39593877853667, epsilon: 0.7972132616355012, total steps: 9023
episode:116, reward: 3.457768309899575, mean reward: -1.23, score: -196.18848952415902, epsilon: 0.7955072960266207, total steps: 9183
episode:117, reward: -0.388013579451048, mean reward: -1.53, score: -200.09476402042282, epsilon: 0.7941134370332035, total steps: 9314
episode:118, reward: -7.73059654705172, mean reward: -8.17, score: -204.23657236781946, epsilon: 0.793847729684828, total steps: 9339
episode:119, reward: -8.07973590816999, mean reward: -5.05, score: -207.1054037472724, epsilon: 0.7934121750109047, total steps: 9380
episode:120, reward: -1.3593390663172498, mean reward: -0.93, score: -196.56483098623738, epsilon: 0.791174692212293, total steps: 9591
episode:121, reward: 1.9919946665354153, mean reward: -0.74, score: -190.20210462919252, epsilon: 0.7884585114537432, total steps: 9848
episode:122, reward: 10.245732451421329, mean reward: -0.86, score: -187.2529769829927, epsilon: 0.7861728346976544, total steps: 10065
episode:123, reward: -8.057447287858206, mean reward: -5.01, score: -205.5928113292187, epsilon: 0.7857417740031439, total steps: 10106
episode:124, reward: -2.3977969608968106, mean reward: -1.06, score: -198.91148496884648, epsilon: 0.7837789153924988, total steps: 10293
episode:125, reward: -4.900542206286959, mean reward: -2.47, score: -202.19866703367097, epsilon: 0.7829198490715501, total steps: 10375
episode:126, reward: 2.3466917731234833, mean reward: -1.02, score: -196.58101597600242, epsilon: 0.7809123090846831, total steps: 10567
episode:127, reward: -4.167404192668176, mean reward: -5.05, score: -202.09698363313953, epsilon: 0.7804947642179585, total steps: 10607
episode:128, reward: -7.260814700791495, mean reward: -8.26, score: -206.4906288056791, epsilon: 0.7802339198128685, total steps: 10632
episode:129, reward: -2.3627747888307895, mean reward: -3.73, score: -201.15284398692378, epsilon: 0.7796708137292848, total steps: 10686
episode:130, reward: -9.340561311693698, mean reward: -5.67, score: -204.11399256778068, epsilon: 0.779295650932355, total steps: 10722
episode:131, reward: 2.4116254406463904, mean reward: -1.02, score: -195.55259533540328, epsilon: 0.7773084280289807, total steps: 10913
episode:132, reward: -2.1952661341530306, mean reward: -6.69, score: -200.69631958767386, epsilon: 0.7769967912010585, total steps: 10943
episode:133, reward: -1.0057466693649673, mean reward: -0.96, score: -200.63800800970074, epsilon: 0.7748190690439822, total steps: 11153
episode:134, reward: -1.0143058782929604, mean reward: -1.9, score: -199.22663549854414, epsilon: 0.7737326554543111, total steps: 11258
episode:135, reward: 5.786652901879357, mean reward: -0.56, score: -187.76489687639153, epsilon: 0.7702464840195204, total steps: 11596
episode:136, reward: -7.977856094076042, mean reward: -8.2, score: -204.925793718965, epsilon: 0.7699892990609897, total steps: 11621
episode:137, reward: -6.083664164852392, mean reward: -3.16, score: -205.42676149160405, epsilon: 0.7693210478764994, total steps: 11686
episode:138, reward: -8.16097426472673, mean reward: -5.18, score: -202.1758908083741, epsilon: 0.7689203949135146, total steps: 11725
episode:139, reward: 5.646495887355261, mean reward: -0.73, score: -191.96155617631544, epsilon: 0.7662243761222267, total steps: 11988
episode:140, reward: 12.32061289075131, mean reward: -0.58, score: -187.35163358312374, epsilon: 0.7629271252942776, total steps: 12311
episode:141, reward: -2.00036758367337, mean reward: -0.87, score: -193.8837956104101, epsilon: 0.7606595569966673, total steps: 12534
episode:142, reward: -0.7226657887570114, mean reward: -2.33, score: -200.3296086915966, epsilon: 0.7597869970803441, total steps: 12620
episode:143, reward: -4.436247152373597, mean reward: -5.22, score: -203.50537930948244, epsilon: 0.7593916544662112, total steps: 12659
episode:144, reward: -5.315807019746492, mean reward: -1.22, score: -200.61498702849042, epsilon: 0.7577214861808963, total steps: 12824
episode:145, reward: -96.87944888142465, mean reward: -2.44, score: -134.3930700610659, epsilon: 0.7571656376965403, total steps: 12879
episode:146, reward: -6.636283103542414, mean reward: -7.57, score: -204.3218035425407, epsilon: 0.7568929264054159, total steps: 12906
episode:147, reward: -9.432072611991206, mean reward: -8.83, score: -203.05917601693886, epsilon: 0.7566606997403528, total steps: 12929
episode:148, reward: -0.17782911394430734, mean reward: -1.17, score: -197.27354639629044, epsilon: 0.7549667476166213, total steps: 13097
episode:149, reward: -6.937033328758657, mean reward: -7.16, score: -200.39196613357694, epsilon: 0.7546848173073957, total steps: 13125
episode:150, reward: -1.5719921202139049, mean reward: -3.24, score: -200.8418875248068, epsilon: 0.7540609442252163, total steps: 13187
episode:151, reward: -7.838555093851649, mean reward: -4.61, score: -202.90726070443455, epsilon: 0.7536185306905236, total steps: 13231
episode:152, reward: 5.797129316694836, mean reward: -0.69, score: -193.6420111762597, epsilon: 0.7507996665229241, total steps: 13512
episode:153, reward: -3.1218125574265105, mean reward: -8.01, score: -200.18408321580287, epsilon: 0.7505494256162734, total steps: 13537
episode:154, reward: -9.743801813330428, mean reward: -9.27, score: -204.0131026569295, epsilon: 0.7503292875345902, total steps: 13559
episode:155, reward: -7.195064465945922, mean reward: -8.11, score: -202.79893152413908, epsilon: 0.7500792145904402, total steps: 13584
episode:156, reward: -11.529271524498586, mean reward: -0.96, score: -207.04539549568253, epsilon: 0.7479322700696526, total steps: 13799
episode:157, reward: -4.422682867272235, mean reward: -4.46, score: -200.48807048634012, epsilon: 0.7474837435093061, total steps: 13844
episode:158, reward: 12.973433540817965, mean reward: -0.54, score: -182.63708520337866, epsilon: 0.7441240113146511, total steps: 14182
episode:159, reward: 4.92665121068932, mean reward: -0.8, score: -192.25974563831758, epsilon: 0.7417482326522865, total steps: 14422
episode:160, reward: -7.975519132315942, mean reward: -4.55, score: -200.13896014834896, epsilon: 0.7413135561044175, total steps: 14466
episode:161, reward: 6.534461283405959, mean reward: -0.67, score: -190.25000100276594, epsilon: 0.7384948086518272, total steps: 14752
episode:162, reward: -2.9391633521517093, mean reward: -0.71, score: -202.81338125926823, epsilon: 0.7356777588346959, total steps: 15039
episode:163, reward: -10.067741825695567, mean reward: -6.17, score: -209.74748613676087, epsilon: 0.7353447962207285, total steps: 15073
episode:164, reward: -0.14173305762356847, mean reward: -1.67, score: -196.90109738403254, epsilon: 0.7341904739092513, total steps: 15191
episode:165, reward: -8.780538867751313, mean reward: -9.75, score: -204.80228423752808, epsilon: 0.7339852475525712, total steps: 15212
episode:166, reward: -4.627674179270102, mean reward: -8.77, score: -201.64887112068124, epsilon: 0.7337605464598622, total steps: 15235
episode:167, reward: -10.652167021401372, mean reward: -7.8, score: -202.7810659578244, epsilon: 0.7335066254165757, total steps: 15261
episode:168, reward: 18.594007846240178, mean reward: -0.6, score: -180.39903846629127, epsilon: 0.730583579451621, total steps: 15561
episode:169, reward: -2.473401564937424, mean reward: -5.29, score: -201.09157354265471, epsilon: 0.7302142200579677, total steps: 15599
episode:170, reward: 4.66615064279673, mean reward: -0.69, score: -192.8171314633265, epsilon: 0.7275084762665126, total steps: 15878
episode:171, reward: 5.6511041063777805, mean reward: -1.2, score: -193.83528994559805, epsilon: 0.7259423410198033, total steps: 16040
episode:172, reward: -8.582059096398705, mean reward: -8.43, score: -202.27563404491767, epsilon: 0.7257106290843409, total steps: 16064
episode:173, reward: -4.596112980583612, mean reward: -8.35, score: -200.39062955098456, epsilon: 0.7254789965793533, total steps: 16088
episode:174, reward: 4.2334912425803815, mean reward: -0.8, score: -193.11686145946794, epsilon: 0.7231670342199051, total steps: 16328
episode:175, reward: 13.758731610821323, mean reward: -0.55, score: -186.11636976227757, epsilon: 0.719943574946944, total steps: 16664
episode:176, reward: 13.349353415856998, mean reward: -0.63, score: -180.59453502176834, epsilon: 0.7172119610091208, total steps: 16950
episode:177, reward: 10.139052161089497, mean reward: -0.76, score: -189.47016584636123, epsilon: 0.7148523067743557, total steps: 17198
episode:178, reward: -5.491494428512046, mean reward: -6.29, score: -201.2248012367398, epsilon: 0.7145484437509559, total steps: 17230
episode:179, reward: 48.989246646275944, mean reward: -0.26, score: -144.57555561664105, epsilon: 0.7092909378477538, total steps: 17786
episode:180, reward: 5.572755044135528, mean reward: -0.7, score: -186.3022136709183, epsilon: 0.7067810036880059, total steps: 18053
episode:181, reward: 25.275604182923864, mean reward: -0.35, score: -167.98624538395896, epsilon: 0.7022741316718741, total steps: 18535
episode:182, reward: -8.543511451083646, mean reward: -9.4, score: -206.83844783198919, epsilon: 0.7020691634414721, total steps: 18557
episode:183, reward: -0.30853305644964735, mean reward: -1.51, score: -200.2941598103603, epsilon: 0.7008314082707036, total steps: 18690
episode:184, reward: 2.0765849444940754, mean reward: -0.9, score: -195.31552367584956, epsilon: 0.6988076861735614, total steps: 18908
episode:185, reward: 13.266279146452728, mean reward: -0.65, score: -185.52554065598366, epsilon: 0.6961622512671083, total steps: 19194
episode:186, reward: -0.48598715308680074, mean reward: -1.47, score: -198.82673483375302, epsilon: 0.6949172821029498, total steps: 19329
episode:187, reward: -95.97642316010695, mean reward: -1.43, score: -175.70814971034952, epsilon: 0.6937850653318752, total steps: 19452
episode:188, reward: 10.196568313665342, mean reward: -0.77, score: -188.8994415108231, epsilon: 0.6915265914593262, total steps: 19698
episode:189, reward: 30.33889868333822, mean reward: -0.28, score: -169.64713967978247, epsilon: 0.6860512911987114, total steps: 20298
episode:190, reward: -90.63135337793754, mean reward: -1.04, score: -152.2874468119719, epsilon: 0.6847260524493286, total steps: 20444
episode:191, reward: -93.04062187894877, mean reward: -1.04, score: -141.38659366465464, epsilon: 0.6834940675774045, total steps: 20580
episode:192, reward: -8.108411437680727, mean reward: -5.36, score: -203.680424539078, epsilon: 0.6831502641243857, total steps: 20618
episode:193, reward: 13.623106955170915, mean reward: -0.57, score: -184.8106456031225, epsilon: 0.6802174514814948, total steps: 20943
episode:194, reward: 6.019410497702729, mean reward: -0.94, score: -189.77319121382297, epsilon: 0.6784104227037235, total steps: 21144
episode:195, reward: 8.382310361152973, mean reward: -0.71, score: -188.29021409986495, epsilon: 0.6760180513002357, total steps: 21411
episode:196, reward: 20.019510878534817, mean reward: -0.39, score: -179.10023065909056, epsilon: 0.6719532448814309, total steps: 21867
episode:197, reward: -4.346511091136665, mean reward: -3.05, score: -201.27712854219325, epsilon: 0.6713671081869779, total steps: 21933
episode:198, reward: 6.527413202097386, mean reward: -0.64, score: -191.88933970598018, epsilon: 0.6687009659356936, total steps: 22234
episode:199, reward: -5.632568285990865, mean reward: -5.71, score: -205.5147392843773, epsilon: 0.6683828586735198, total steps: 22270
episode:200, reward: -54.25414476038502, mean reward: -0.47, score: -201.16806589648274, epsilon: 0.6646309852707315, total steps: 22696
episode:201, reward: -5.585912539320613, mean reward: -6.1, score: -201.2868509832183, epsilon: 0.6643412989519584, total steps: 22729
episode:202, reward: -90.70537798221888, mean reward: -1.11, score: -185.91951017206793, epsilon: 0.6628774030517551, total steps: 22896
episode:203, reward: -1.0390666302838172, mean reward: -1.9, score: -197.12521397744015, epsilon: 0.6619675184203166, total steps: 23000
episode:204, reward: -1.734821784969104, mean reward: -0.79, score: -197.11710432659808, epsilon: 0.659794529640406, total steps: 23249
episode:205, reward: 7.470055655462332, mean reward: -0.49, score: -191.73314277409753, epsilon: 0.6563632364766037, total steps: 23644
episode:206, reward: 4.769904342358705, mean reward: -0.93, score: -194.60977053943367, epsilon: 0.6545468726751487, total steps: 23854
episode:207, reward: -7.052390934501473, mean reward: -1.67, score: -200.62716119783283, epsilon: 0.6535113944140872, total steps: 23974
episode:208, reward: -97.50529089044642, mean reward: -1.52, score: -277.54735448697784, epsilon: 0.6519443028903862, total steps: 24156
episode:209, reward: 39.52062199478299, mean reward: -0.26, score: -160.02479767965337, epsilon: 0.6466363376113476, total steps: 24776
episode:210, reward: 8.553797305848857, mean reward: -0.58, score: -187.4884763566465, epsilon: 0.6438726609720044, total steps: 25101
episode:211, reward: -5.7694239539436385, mean reward: -7.53, score: -203.26158863332583, epsilon: 0.643643639973947, total steps: 25128
episode:212, reward: 13.220016095375838, mean reward: -0.62, score: -183.59852255534938, epsilon: 0.6411302306047171, total steps: 25425
episode:213, reward: 32.898621943216156, mean reward: -0.28, score: -163.6917642541547, epsilon: 0.6362776555779079, total steps: 26002
episode:214, reward: 8.16485583560474, mean reward: -1.01, score: -191.5405888652317, epsilon: 0.6346884882155647, total steps: 26192
episode:215, reward: -0.9448473292685069, mean reward: -1.07, score: -198.76617482959028, epsilon: 0.6331452802055302, total steps: 26377
episode:216, reward: -0.8815383736358031, mean reward: -1.23, score: -195.97631018504887, epsilon: 0.6318222105527357, total steps: 26536
episode:217, reward: -6.1757151420776655, mean reward: -7.29, score: -204.06916992955396, epsilon: 0.6315895282080859, total steps: 26564
episode:218, reward: 59.22970912352592, mean reward: -0.25, score: -137.44882986979644, epsilon: 0.626971857992182, total steps: 27122
episode:219, reward: 16.280015828030088, mean reward: -0.48, score: -183.52300905724886, epsilon: 0.6238482111896813, total steps: 27502
episode:220, reward: 32.025994931025025, mean reward: -0.19, score: -160.30221477613918, epsilon: 0.6170760900490928, total steps: 28333
episode:221, reward: 29.5904839818193, mean reward: -0.33, score: -167.43126669492466, epsilon: 0.6130399783935504, total steps: 28833
episode:222, reward: 13.745563201904607, mean reward: -0.44, score: -185.81923040396933, epsilon: 0.6096878438565398, total steps: 29251
episode:223, reward: -5.821465848722681, mean reward: -9.6, score: -201.65749412544292, epsilon: 0.6095199626868174, total steps: 29272
episode:224, reward: -33.69659303542136, mean reward: -0.47, score: -213.43924581306482, epsilon: 0.6058631127064423, total steps: 29731
episode:225, reward: 33.239561967645, mean reward: -0.28, score: -164.36768452080787, epsilon: 0.6012921690140437, total steps: 30309
