episode:1, reward: -4.584102590394343, mean reward: -4.19, score: -201.3324027000151, epsilon: 0.898107823494093, total steps: 157
episode:42, reward: -102.72976707655647, mean reward: -3.41, score: -211.69116006023404, epsilon: 0.868633387630632, total steps: 2633
episode:43, reward: -14.454056070117678, mean reward: -2.16, score: -207.22823842232097, epsilon: 0.86751145991102, total steps: 2729
episode:44, reward: -6.366440603090208, mean reward: -5.69, score: -204.77523179931458, epsilon: 0.8670911335391114, total steps: 2765
episode:45, reward: -5.055499739542529, mean reward: -2.65, score: -201.67247381770002, epsilon: 0.8662044874319663, total steps: 2841
episode:46, reward: -40.23827588941487, mean reward: -1.32, score: -238.19715201659002, epsilon: 0.8641083720533446, total steps: 3021
episode:47, reward: -6.882717950757405, mean reward: -7.69, score: -207.55171830941816, epsilon: 0.8637944193760327, total steps: 3048
episode:48, reward: -2.8376542131489946, mean reward: -2.82, score: -200.3372690889588, epsilon: 0.862969417786486, total steps: 3119
episode:49, reward: -4.547349471982835, mean reward: -5.97, score: -202.8839077646458, epsilon: 0.8625746428081027, total steps: 3153
episode:50, reward: -8.62808519513005, mean reward: -2.17, score: -208.56413477912494, epsilon: 0.8614610185291579, total steps: 3249
episode:51, reward: -4.980795649431766, mean reward: -5.74, score: -200.76719151253437, epsilon: 0.8610553894356173, total steps: 3284
episode:52, reward: -10.137692066185773, mean reward: -2.06, score: -203.84165047500272, epsilon: 0.8599091361407357, total steps: 3383
episode:53, reward: -23.577960127627207, mean reward: -1.71, score: -207.3483948371284, epsilon: 0.8585103596391023, total steps: 3504
episode:54, reward: -11.333804882630348, mean reward: -11.02, score: -209.30903899789453, epsilon: 0.8582909366073874, total steps: 3523
episode:55, reward: -58.73239565344659, mean reward: -2.16, score: -257.18858132244856, epsilon: 0.8569180093339838, total steps: 3642
episode:56, reward: -13.949340346408245, mean reward: -9.67, score: -203.02769810283883, epsilon: 0.8566759702388632, total steps: 3663
episode:57, reward: -7.3663321807572535, mean reward: -4.73, score: -203.50275878683897, epsilon: 0.8561805928814822, total steps: 3706
episode:58, reward: -11.612845085885033, mean reward: -11.2, score: -201.68737474865995, epsilon: 0.8559733159514887, total steps: 3724
episode:59, reward: -34.29524031442657, mean reward: -1.09, score: -234.10566051487896, epsilon: 0.853501624236437, total steps: 3939
episode:60, reward: -7.872705477811178, mean reward: -2.93, score: -204.84323177073722, epsilon: 0.8526985242291293, total steps: 4009
episode:61, reward: -6.399301066572119, mean reward: -5.88, score: -200.00175376496125, epsilon: 0.8523087367591239, total steps: 4043
episode:62, reward: -1.596102516450415, mean reward: -0.72, score: -195.1645242069714, epsilon: 0.8491972433413346, total steps: 4315
episode:63, reward: -36.1354958342556, mean reward: -1.71, score: -235.83163592539336, epsilon: 0.847623235093806, total steps: 4453
episode:64, reward: -6.6525695444068615, mean reward: -7.64, score: -206.20852344030476, epsilon: 0.8473156397431867, total steps: 4480
episode:65, reward: -6.650783028935317, mean reward: -10.83, score: -205.76425275165445, epsilon: 0.847099254865961, total steps: 4499
episode:66, reward: -7.1046262761925805, mean reward: -6.3, score: -201.70659710813854, epsilon: 0.8467349499112135, total steps: 4531
episode:67, reward: -5.528313814059919, mean reward: -1.7, score: -204.49465129828863, epsilon: 0.8453702886123959, total steps: 4651
episode:68, reward: -10.429926086126143, mean reward: -6.76, score: -202.80302424681253, epsilon: 0.8450294886653386, total steps: 4681
episode:69, reward: -98.66568328972599, mean reward: -2.42, score: -161.90798511787938, epsilon: 0.8442688959250652, total steps: 4748
episode:70, reward: -9.49082065831054, mean reward: -10.27, score: -205.4150635006289, epsilon: 0.8440419943708521, total steps: 4768
episode:71, reward: -6.360090937877762, mean reward: -6.79, score: -203.848272978021, epsilon: 0.8437017635707865, total steps: 4798
episode:72, reward: -11.401777641612838, mean reward: -8.02, score: -208.61025911929323, epsilon: 0.843407014801049, total steps: 4824
episode:73, reward: -35.26972561165525, mean reward: -0.97, score: -233.88586181225259, epsilon: 0.8406688292834692, total steps: 5066
episode:74, reward: -5.863263111849158, mean reward: -3.87, score: -204.96369411164136, epsilon: 0.8400704066013294, total steps: 5119
episode:75, reward: -10.395498723373896, mean reward: -10.15, score: -203.07373620819467, epsilon: 0.8398447044441439, total steps: 5139
episode:76, reward: -1.6197988297600108, mean reward: -3.34, score: -200.37992295909882, epsilon: 0.8391679847616305, total steps: 5199
episode:77, reward: -5.324657826618843, mean reward: -6.25, score: -200.00161753219302, epsilon: 0.8388073047017486, total steps: 5231
episode:78, reward: -11.518562748388408, mean reward: -11.32, score: -203.7884890807762, epsilon: 0.8386044946143826, total steps: 5249
episode:79, reward: -3.7957833626205817, mean reward: -2.44, score: -202.3934703884763, epsilon: 0.8376699891370737, total steps: 5332
episode:80, reward: -0.1844505032693773, mean reward: -1.41, score: -200.17624105495403, epsilon: 0.8360737638778301, total steps: 5474
episode:81, reward: -5.179691306659724, mean reward: -6.29, score: -207.60254004775538, epsilon: 0.8357032735830044, total steps: 5507
episode:82, reward: -4.844339301625665, mean reward: -2.26, score: -203.13149364675533, epsilon: 0.8346937327894058, total steps: 5597
episode:83, reward: -10.990486239814661, mean reward: -10.67, score: -202.80764445786542, epsilon: 0.8344807733934457, total steps: 5616
episode:84, reward: -6.690632952976954, mean reward: -1.17, score: -202.90473636990993, epsilon: 0.8325443790121625, total steps: 5789
episode:85, reward: -11.89148962053533, mean reward: -6.83, score: -204.993198662129, epsilon: 0.8322090747057838, total steps: 5819
episode:86, reward: -6.9904724900792905, mean reward: -7.77, score: -202.11253925708962, epsilon: 0.8319185938563903, total steps: 5845
episode:87, reward: -8.421101792955845, mean reward: -8.68, score: -208.32925194825654, epsilon: 0.8316505534337663, total steps: 5869
episode:88, reward: -14.39642683522557, mean reward: -1.3, score: -212.52670672979463, epsilon: 0.8298325417943688, total steps: 6032
episode:89, reward: -5.98491904831428, mean reward: -3.43, score: -202.64961739720343, epsilon: 0.8291755312881794, total steps: 6091
episode:90, reward: -7.971049917978759, mean reward: -1.45, score: -204.9451364426957, epsilon: 0.827607628778525, total steps: 6232
episode:91, reward: -5.833809309036615, mean reward: -6.29, score: -201.1692118064331, epsilon: 0.8272522322450517, total steps: 6264
episode:92, reward: 9.13415425677836, mean reward: -0.47, score: -193.28371033553083, epsilon: 0.8226909839476723, total steps: 6676
episode:93, reward: -44.70826908989409, mean reward: -1.01, score: -241.64344177391393, epsilon: 0.8200462940618009, total steps: 6916
episode:94, reward: -6.483484902977027, mean reward: -3.81, score: -201.77500868063157, epsilon: 0.8194634796752998, total steps: 6969
episode:95, reward: -10.663683919680048, mean reward: -10.83, score: -205.81774786118444, epsilon: 0.8192546536442028, total steps: 6988
episode:96, reward: -5.193871667037485, mean reward: -2.18, score: -202.40699348470648, epsilon: 0.8182333224959962, total steps: 7081
episode:97, reward: -6.939750242555784, mean reward: -7.72, score: -200.68273760531844, epsilon: 0.8179480316763584, total steps: 7107
episode:98, reward: -6.006759246112469, mean reward: -3.79, score: -200.76086216544232, epsilon: 0.8173668053729561, total steps: 7160
episode:99, reward: -8.345760287264026, mean reward: -8.02, score: -200.4915321923174, epsilon: 0.8170927947329927, total steps: 7185
episode:100, reward: -9.80538341097109, mean reward: -10.38, score: -207.52542487986733, epsilon: 0.8168736566699972, total steps: 7205
episode:101, reward: -2.343962393302312, mean reward: -2.3, score: -200.2610347765786, epsilon: 0.815921134315355, total steps: 7292
episode:102, reward: -1.3860627534128753, mean reward: -3.04, score: -200.86393207393755, epsilon: 0.8151993204401576, total steps: 7358
episode:103, reward: -9.014664114644226, mean reward: -1.64, score: -206.12815345215517, epsilon: 0.8138232005428253, total steps: 7484
episode:104, reward: -3.445077911719829, mean reward: -4.55, score: -200.1684716628882, epsilon: 0.8133432339649258, total steps: 7528
episode:105, reward: -7.418232392273705, mean reward: -11.32, score: -203.7569655142914, epsilon: 0.8131469709396625, total steps: 7546
episode:106, reward: -5.735186496109622, mean reward: -6.59, score: -204.1517350816654, epsilon: 0.8128090806766125, total steps: 7577
episode:107, reward: 5.381503782429299, mean reward: -0.74, score: -212.87881695566173, epsilon: 0.8096771134951635, total steps: 7865
episode:108, reward: -3.3215171532600056, mean reward: -6.98, score: -202.28545724977712, epsilon: 0.80936245530327, total steps: 7894
episode:109, reward: -37.699460101939664, mean reward: -1.86, score: -235.89374752265246, epsilon: 0.8079860038643037, total steps: 8021
episode:110, reward: -5.776465301439146, mean reward: -7.09, score: -205.66776188123742, epsilon: 0.8076720461298669, total steps: 8050
episode:111, reward: -8.518205867308719, mean reward: -8.86, score: -203.67600553172255, epsilon: 0.8074231376376302, total steps: 8073
episode:112, reward: -235.29627399186575, mean reward: -6.91, score: -283.1598352325659, epsilon: 0.8069796339814779, total steps: 8114
episode:113, reward: -5.332735844846497, mean reward: -5.8, score: -202.8737179432048, epsilon: 0.8066012387711728, total steps: 8149
episode:114, reward: -4.492565356640155, mean reward: -1.18, score: -201.59036671216106, epsilon: 0.8047552257218425, total steps: 8320
episode:115, reward: -1.007564384606076, mean reward: -2.36, score: -200.58026254565155, epsilon: 0.8038392934477483, total steps: 8405
episode:116, reward: -3.6632247271595086, mean reward: -8.06, score: -201.43743596112452, epsilon: 0.8035701131994225, total steps: 8430
episode:117, reward: 0.22267398785381154, mean reward: -0.78, score: -194.34367976293035, epsilon: 0.8009050457055574, total steps: 8678
episode:118, reward: -11.423082173424449, mean reward: -11.36, score: -204.47284951060416, epsilon: 0.8007119806603742, total steps: 8696
episode:119, reward: -1.1839664118711257, mean reward: -1.68, score: -200.3630295664265, epsilon: 0.7994368544576168, total steps: 8815
episode:120, reward: -6.068834400816834, mean reward: -4.08, score: -204.11589788616175, epsilon: 0.798901733556078, total steps: 8865
episode:121, reward: -4.973452019241236, mean reward: -5.92, score: -201.2354218605205, epsilon: 0.7985380696110298, total steps: 8899
episode:122, reward: -2.321960638948596, mean reward: -2.23, score: -207.36597211510332, epsilon: 0.7975442436491191, total steps: 8992
episode:123, reward: 0.6259050864505067, mean reward: -0.79, score: -208.0190436880099, epsilon: 0.7947302436656334, total steps: 9256
episode:124, reward: -100, mean reward: -6.54, score: -170.06208979592245, epsilon: 0.7944536809399576, total steps: 9282
episode:125, reward: -7.5395645721131475, mean reward: -6.88, score: -206.29378765760893, epsilon: 0.7941346977208413, total steps: 9312
episode:126, reward: -3.4288411446336777, mean reward: -4.32, score: -203.0697940678301, epsilon: 0.7936352321203014, total steps: 9359
episode:127, reward: -35.6072209548152, mean reward: -0.96, score: -235.38069195674638, epsilon: 0.791047644583736, total steps: 9603
episode:128, reward: 1.484787222243666, mean reward: -0.92, score: -198.5950343537989, epsilon: 0.7887645076461801, total steps: 9819
episode:129, reward: -8.175579523286302, mean reward: -8.52, score: -204.5350913207753, epsilon: 0.7885112603741432, total steps: 9843
episode:130, reward: -7.707861234203553, mean reward: -8.1, score: -202.52361308001633, epsilon: 0.7882475534459069, total steps: 9868
episode:131, reward: -4.345576026335759, mean reward: -1.49, score: -202.12204022906764, epsilon: 0.7868146363408494, total steps: 10004
episode:132, reward: -11.09897215466262, mean reward: -7.09, score: -205.5561012974003, epsilon: 0.7865094477849313, total steps: 10033
episode:133, reward: -10.559880553957305, mean reward: -10.37, score: -207.48624664331075, epsilon: 0.7862990465728827, total steps: 10053
episode:134, reward: -2.2278939053414266, mean reward: -2.24, score: -201.649017662213, epsilon: 0.7853529846831145, total steps: 10143
episode:135, reward: -5.397163893690393, mean reward: -1.43, score: -201.04852322494102, epsilon: 0.7838732644610736, total steps: 10284
episode:136, reward: -106.09530048196137, mean reward: -2.51, score: -251.01212094262814, epsilon: 0.7828256225770739, total steps: 10384
episode:137, reward: -97.66331546337332, mean reward: -1.6, score: -243.75177803457896, epsilon: 0.7812360705063012, total steps: 10536
episode:138, reward: -10.009373978717344, mean reward: -10.79, score: -204.9694187287033, epsilon: 0.7810376190782189, total steps: 10555
episode:139, reward: -5.7735246576184265, mean reward: -1.09, score: -202.43143912242908, epsilon: 0.779108141874313, total steps: 10740
episode:140, reward: -5.609889886351673, mean reward: -10.03, score: -200.69352781971776, epsilon: 0.7788998550190309, total steps: 10760
episode:141, reward: 0.06038969857529031, mean reward: -0.94, score: -207.65785732771946, epsilon: 0.7766022429014913, total steps: 10981
episode:142, reward: -7.1832978037008965, mean reward: -1.74, score: -203.5175083640904, epsilon: 0.7753887935321131, total steps: 11098
episode:143, reward: -5.136746164508074, mean reward: -1.4, score: -204.00994684528362, epsilon: 0.77387741646102, total steps: 11244
episode:144, reward: -95.58726370734925, mean reward: -2.19, score: -250.07553135697114, epsilon: 0.7726994898119721, total steps: 11358
episode:145, reward: -90.69459536941221, mean reward: -0.98, score: -128.22511455407036, epsilon: 0.7713482740843979, total steps: 11489
episode:146, reward: -4.315156579971235, mean reward: -5.65, score: -203.45018640435802, epsilon: 0.7709773903502893, total steps: 11525
episode:147, reward: 1.192769396137615, mean reward: -1.54, score: -198.57795156689704, epsilon: 0.7696499555286928, total steps: 11654
episode:148, reward: -94.20426419546993, mean reward: -1.16, score: -172.76023357020375, epsilon: 0.7681197583395435, total steps: 11803
episode:149, reward: -137.33922829417577, mean reward: -6.91, score: -165.77140639038385, epsilon: 0.7678735880540019, total steps: 11827
episode:150, reward: -10.685776589856683, mean reward: -11.24, score: -202.28216395065277, epsilon: 0.7676890157202478, total steps: 11845
episode:151, reward: -4.823318433971655, mean reward: -2.46, score: -206.76186870622283, epsilon: 0.7668283054308425, total steps: 11929
episode:152, reward: -3.64976408266682, mean reward: -4.38, score: -201.4620323441126, epsilon: 0.7663574015726303, total steps: 11975
episode:153, reward: -5.802035521928929, mean reward: -3.11, score: -205.39737890445508, epsilon: 0.7656822971932249, total steps: 12041
episode:154, reward: -6.679850170096913, mean reward: -6.84, score: -205.24120346127484, epsilon: 0.7653756419252503, total steps: 12071
episode:155, reward: -5.710667171862225, mean reward: -2.35, score: -202.4191303373449, epsilon: 0.7644972915194724, total steps: 12157
episode:156, reward: -9.893441778480897, mean reward: -9.71, score: -203.8117646713533, epsilon: 0.7642829744811798, total steps: 12178
episode:157, reward: -37.24626447706705, mean reward: -1.25, score: -234.1893001023603, epsilon: 0.7623671882713261, total steps: 12366
episode:158, reward: -6.350424411868823, mean reward: -2.11, score: -235.90123597481613, epsilon: 0.761228312113978, total steps: 12478
episode:159, reward: -0.8440965765680959, mean reward: -0.86, score: -199.6650427963891, epsilon: 0.7588648734943363, total steps: 12711
episode:160, reward: 2.947101429346709, mean reward: -1.36, score: -194.88512556713113, epsilon: 0.7574182419580794, total steps: 12854
episode:161, reward: 7.533031224527415, mean reward: -0.57, score: -191.58156382105267, epsilon: 0.7540106559538027, total steps: 13192
episode:162, reward: -102.34156045922693, mean reward: -5.4, score: -243.08276114352122, epsilon: 0.7535582231153974, total steps: 13237
episode:163, reward: 3.2212505438620838, mean reward: -0.87, score: -200.1253148490024, epsilon: 0.7512403076431536, total steps: 13468
episode:164, reward: -4.781068111304605, mean reward: -5.98, score: -203.46326558184143, epsilon: 0.7508997879123562, total steps: 13502
episode:165, reward: -3.5703939485062226, mean reward: -5.02, score: -200.89837827003632, epsilon: 0.7504993881586598, total steps: 13542
episode:166, reward: -11.621650187921666, mean reward: -11.25, score: -202.52719014592878, epsilon: 0.7503192829019444, total steps: 13560
episode:167, reward: -7.835161288196603, mean reward: -4.55, score: -204.65078454095843, epsilon: 0.7498692223264777, total steps: 13605
episode:168, reward: -2.022020668789613, mean reward: -2.9, score: -200.4280156134475, epsilon: 0.7491796911321039, total steps: 13674
episode:169, reward: -14.536723852831715, mean reward: -2.81, score: -210.4524983614307, epsilon: 0.7484309712060478, total steps: 13749
episode:170, reward: -94.05280418154354, mean reward: -1.12, score: -293.9886528136552, epsilon: 0.7458117896720263, total steps: 14012
episode:171, reward: -100.07275091276964, mean reward: -1.51, score: -164.1225268035726, epsilon: 0.7447291544414357, total steps: 14121
episode:172, reward: -7.251258938410516, mean reward: -7.32, score: -204.8292448112696, epsilon: 0.7444513183505818, total steps: 14149
episode:173, reward: -1.9446378639093038, mean reward: -1.24, score: -200.86607301894168, epsilon: 0.7428460178637362, total steps: 14311
episode:174, reward: -120.58201040221142, mean reward: -1.38, score: -307.85856024425107, epsilon: 0.740642320445736, total steps: 14534
episode:175, reward: -102.0891489800454, mean reward: -2.09, score: -238.54966133905117, epsilon: 0.7395184754745935, total steps: 14648
episode:176, reward: -95.43547025395547, mean reward: -1.62, score: -225.7725819196644, epsilon: 0.7381506472950105, total steps: 14787
episode:177, reward: -2.0177277874209123, mean reward: -2.45, score: -200.76936524607433, epsilon: 0.7373449999366178, total steps: 14869
episode:178, reward: 0.014556012137541208, mean reward: -1.4, score: -198.33848051445605, epsilon: 0.7359520847997651, total steps: 15011
episode:179, reward: -9.125286927622659, mean reward: -0.77, score: -200.74130024341443, epsilon: 0.7334089885871701, total steps: 15271
episode:180, reward: -0.7972608883746187, mean reward: -5.72, score: -200.2337422692632, epsilon: 0.7330673695047641, total steps: 15306
episode:181, reward: -102.5009092202289, mean reward: -4.25, score: -165.6072014051225, epsilon: 0.7326869093940552, total steps: 15345
episode:182, reward: -137.39550645647117, mean reward: -3.48, score: -212.35991438740456, epsilon: 0.7320922556526303, total steps: 15406
episode:183, reward: -7.357388413439704, mean reward: -7.92, score: -205.98852042556447, epsilon: 0.7318389541451514, total steps: 15432
episode:184, reward: -5.971650938288573, mean reward: -9.57, score: -200.90651331910388, epsilon: 0.7316344331385928, total steps: 15453
episode:185, reward: -133.79164511453047, mean reward: -2.86, score: -182.80646638238989, epsilon: 0.7310115093225746, total steps: 15517
episode:186, reward: -4.761414055270574, mean reward: -0.64, score: -200.9697954930914, epsilon: 0.7279732128274204, total steps: 15830
episode:187, reward: -100.05652448006316, mean reward: -2.08, score: -125.02615205369842, epsilon: 0.7273923419109533, total steps: 15890
episode:188, reward: 12.727375029680362, mean reward: -0.44, score: -193.95000690563515, epsilon: 0.7231093366611884, total steps: 16334
episode:189, reward: -3.2780621613613263, mean reward: -7.47, score: -201.68961448769787, epsilon: 0.7228497588388458, total steps: 16361
episode:190, reward: -99.87954352420054, mean reward: -2.77, score: -171.5658354586169, epsilon: 0.7222540700392854, total steps: 16423
episode:191, reward: -99.34720051762615, mean reward: -2.85, score: -196.69423803026757, epsilon: 0.7215917460835385, total steps: 16492
episode:192, reward: -93.22283228942541, mean reward: -1.44, score: -132.3180333049072, epsilon: 0.7207096624277746, total steps: 16584
episode:193, reward: -102.46255992407679, mean reward: -7.06, score: -225.9186199494677, epsilon: 0.7204031223680167, total steps: 16616
episode:194, reward: -1.0365449389978596, mean reward: -6.07, score: -200.28080378706917, epsilon: 0.720087149666889, total steps: 16649
episode:195, reward: -33.300106527813654, mean reward: -1.05, score: -233.19405966005377, epsilon: 0.717955840135647, total steps: 16872
episode:196, reward: -98.23903796136881, mean reward: -2.03, score: -128.09601797308866, epsilon: 0.7173549503205018, total steps: 16935
episode:197, reward: -83.90998947535482, mean reward: -0.8, score: -265.2441100692166, epsilon: 0.7141972752476824, total steps: 17267
episode:198, reward: -2.0311856190001816, mean reward: -1.11, score: -198.40539019287934, epsilon: 0.7125104620334961, total steps: 17445
episode:199, reward: -3.867240247050261, mean reward: -1.19, score: -202.43298839351118, epsilon: 0.7109034602034727, total steps: 17615
episode:200, reward: -2.9417605397850246, mean reward: -4.82, score: -202.52072262571437, epsilon: 0.7105070370661845, total steps: 17657
episode:201, reward: -101.00642352961466, mean reward: -2.89, score: -225.67010063841553, epsilon: 0.7097714534118857, total steps: 17735
episode:202, reward: -137.58791748920993, mean reward: -2.58, score: -255.24693145453796, epsilon: 0.7088390075984519, total steps: 17834
episode:203, reward: -88.24843721382717, mean reward: -0.8, score: -259.32416549944156, epsilon: 0.7057965706918022, total steps: 18158
episode:204, reward: -5.406039290094448, mean reward: -4.35, score: -204.5600893721979, epsilon: 0.705356397926017, total steps: 18205
episode:205, reward: -93.77936510942403, mean reward: -2.46, score: -132.84389586872763, epsilon: 0.7048510322280196, total steps: 18259
episode:206, reward: -8.845495947888388, mean reward: -9.57, score: -200.8678121079106, epsilon: 0.704654606383701, total steps: 18280
episode:207, reward: -100.44362676263867, mean reward: -2.62, score: -183.45765615641244, epsilon: 0.7040002789955386, total steps: 18350
episode:208, reward: 12.614039627327582, mean reward: -0.48, score: -184.46804835486023, epsilon: 0.7004503186330051, total steps: 18731
episode:209, reward: -98.034606122132, mean reward: -2.03, score: -103.6897272520645, epsilon: 0.6999765917080503, total steps: 18782
episode:210, reward: -11.46740419980537, mean reward: -7.81, score: -203.04008433456679, epsilon: 0.6997352166606997, total steps: 18808
episode:211, reward: -9.410444503195235, mean reward: -9.22, score: -202.94100863757834, epsilon: 0.6995310462496371, total steps: 18830
episode:212, reward: -7.0034351962812655, mean reward: -2.5, score: -204.7336427126289, epsilon: 0.6987706125078947, total steps: 18912
episode:213, reward: 7.433099962725679, mean reward: -0.66, score: -192.2397111706098, epsilon: 0.6960791786038738, total steps: 19203
episode:214, reward: -100, mean reward: -6.98, score: -293.29383530615246, epsilon: 0.6956916473677083, total steps: 19245
episode:215, reward: -102.29056130913642, mean reward: -2.41, score: -147.1360465553748, epsilon: 0.6951292183118254, total steps: 19306
episode:216, reward: -5.3917994188220435, mean reward: -9.62, score: -201.98565965422392, epsilon: 0.6949357085742438, total steps: 19327
episode:217, reward: -0.8717475678906188, mean reward: -2.83, score: -200.78011290016346, epsilon: 0.694281891133302, total steps: 19398
episode:218, reward: -4.983732911499826, mean reward: -1.01, score: -218.89223674864417, epsilon: 0.6922877098487863, total steps: 19615
episode:219, reward: -102.91273025729407, mean reward: -2.24, score: -127.43291761829698, epsilon: 0.6917649170224471, total steps: 19672
episode:220, reward: -89.0001068879293, mean reward: -0.7, score: -264.32609902508324, epsilon: 0.6883178453444784, total steps: 20049
episode:221, reward: -95.29208558766817, mean reward: -1.49, score: -197.09046011038376, epsilon: 0.6871152944547296, total steps: 20181
episode:222, reward: -3.0521243574568984, mean reward: -7.49, score: -202.3374113364665, epsilon: 0.686869597371495, total steps: 20208
episode:223, reward: -4.547357357768126, mean reward: -2.06, score: -203.57778388842465, epsilon: 0.6859695184324907, total steps: 20307
episode:224, reward: -94.82268945800924, mean reward: -0.99, score: -224.53191061591428, epsilon: 0.6839105004919271, total steps: 20534
episode:225, reward: -48.58091999302437, mean reward: -1.04, score: -248.4814673446233, epsilon: 0.681740814648521, total steps: 20774
episode:226, reward: 6.119849564778095, mean reward: -0.8, score: -219.90439963158403, epsilon: 0.6792638443968388, total steps: 21049
episode:227, reward: -96.66383486479864, mean reward: -1.24, score: -187.8435144607708, epsilon: 0.6779078954032822, total steps: 21200
episode:228, reward: -98.15673376594296, mean reward: -1.8, score: -272.975021859074, epsilon: 0.6765459175129855, total steps: 21352
