episode:1, reward: -43.83968018243415, mean reward: -2.04, score: -236.8429822564712, epsilon: 0.8974901414056311, total steps: 208
episode:62, reward: -5.143708773896824, mean reward: -1.24, score: -201.45969897698146, epsilon: 0.845506649492471, total steps: 4639
episode:63, reward: -3.9571540788697526, mean reward: -1.09, score: -201.02445250004834, epsilon: 0.843418349267935, total steps: 4823
episode:64, reward: -6.152060582857041, mean reward: -1.67, score: -200.442683761053, epsilon: 0.8420593686996315, total steps: 4943
episode:65, reward: -103.11446530204543, mean reward: -3.46, score: -235.54030600045226, epsilon: 0.8412903132003295, total steps: 5011
episode:66, reward: -7.50253994522693, mean reward: -6.89, score: -206.71429295133154, epsilon: 0.8409512614395249, total steps: 5041
episode:67, reward: -7.790169305885377, mean reward: -3.94, score: -201.05925297781943, epsilon: 0.8403752068229966, total steps: 5092
episode:68, reward: -15.051822185041171, mean reward: -2.34, score: -213.1508271549243, epsilon: 0.8393483866318614, total steps: 5183
episode:69, reward: -98.93015735772718, mean reward: -2.33, score: -223.822921356451, epsilon: 0.8382665936720647, total steps: 5279
episode:70, reward: -8.389703795175585, mean reward: -7.91, score: -205.61064137645002, epsilon: 0.8379738633048486, total steps: 5305
episode:71, reward: -39.16929797648229, mean reward: -1.1, score: -237.9112112530314, epsilon: 0.8355349266336255, total steps: 5522
episode:72, reward: -2.1499350485419724, mean reward: -2.1, score: -201.82951674796107, epsilon: 0.8344583599772563, total steps: 5618
episode:73, reward: -8.299106312622696, mean reward: -8.13, score: -203.13848997527776, epsilon: 0.834178246300541, total steps: 5643
episode:74, reward: -12.50952319108698, mean reward: -9.42, score: -207.25584525837425, epsilon: 0.8339318290050214, total steps: 5665
episode:75, reward: -3.909562891964636, mean reward: -7.25, score: -202.86783832357813, epsilon: 0.8336183189796046, total steps: 5693
episode:76, reward: -38.75607236094134, mean reward: -1.03, score: -234.42168201556416, epsilon: 0.8310701143552798, total steps: 5921
episode:77, reward: -4.126203960994433, mean reward: -3.32, score: -202.44382310417137, epsilon: 0.8303897640227549, total steps: 5982
episode:78, reward: -9.697301205261084, mean reward: -1.62, score: -201.48704181199173, epsilon: 0.8290085829908599, total steps: 6106
episode:79, reward: -6.986587530000798, mean reward: -10.74, score: -203.9968849541515, epsilon: 0.8287971664975844, total steps: 6125
episode:80, reward: -1.8014981931710983, mean reward: -2.4, score: -201.59154677669335, epsilon: 0.8278631704075209, total steps: 6209
episode:81, reward: -10.00005575237381, mean reward: -1.32, score: -203.86378272306288, epsilon: 0.826142664650257, total steps: 6364
episode:82, reward: -5.832677510084524, mean reward: -3.95, score: -201.4614068851998, epsilon: 0.8255773952248785, total steps: 6415
episode:83, reward: -6.445588443615629, mean reward: -2.54, score: -200.48551775183628, epsilon: 0.8247025944664036, total steps: 6494
episode:84, reward: -4.08783062531361, mean reward: -4.24, score: -203.431034108865, epsilon: 0.8241715519227354, total steps: 6542
episode:85, reward: -3.4508269420534567, mean reward: -1.76, score: -200.1895271325194, epsilon: 0.8229117843416403, total steps: 6656
episode:86, reward: -0.8924505117884912, mean reward: -3.4, score: -200.84295574796678, epsilon: 0.8222606045877131, total steps: 6715
episode:87, reward: -2.877263321859206, mean reward: -1.06, score: -198.98084570337224, epsilon: 0.8201893159394613, total steps: 6903
episode:88, reward: -3.2587196404996557, mean reward: -6.95, score: -201.68963965081065, epsilon: 0.8198703035942635, total steps: 6932
episode:89, reward: -3.359789656245951, mean reward: -1.63, score: -200.7555689509383, epsilon: 0.8185187193004773, total steps: 7055
episode:90, reward: -6.003491593079693, mean reward: -7.15, score: -200.21055502381407, epsilon: 0.8182113732860581, total steps: 7083
episode:91, reward: -5.733667018669138, mean reward: -1.9, score: -203.65689728042653, epsilon: 0.8170380043473344, total steps: 7190
episode:92, reward: -9.233975649836916, mean reward: -6.14, score: -202.62427679425392, epsilon: 0.8166764859384625, total steps: 7223
episode:93, reward: -8.392391165276921, mean reward: -4.54, score: -204.34575092055212, epsilon: 0.816183780869671, total steps: 7268
episode:94, reward: -10.031797526607715, mean reward: -10.3, score: -206.00876278405488, epsilon: 0.8159649024878232, total steps: 7288
episode:95, reward: -102.12109023990811, mean reward: -5.54, score: -221.51300048340687, epsilon: 0.8155273332895077, total steps: 7328
episode:96, reward: -4.748074420572825, mean reward: -1.42, score: -203.74054483357943, epsilon: 0.8139650665957947, total steps: 7471
episode:97, reward: -101.75656714454425, mean reward: -4.23, score: -274.8394167446771, epsilon: 0.8132559997230958, total steps: 7536
episode:98, reward: -9.716007227106738, mean reward: -5.52, score: -204.34657539091236, epsilon: 0.8128526710123632, total steps: 7573
episode:99, reward: -39.97127040658961, mean reward: -1.28, score: -235.36837538147202, epsilon: 0.8108500913919673, total steps: 7757
episode:100, reward: -12.54231501264507, mean reward: -1.26, score: -199.22978914440318, epsilon: 0.8091346807345727, total steps: 7915
episode:101, reward: -11.405248849291057, mean reward: -7.51, score: -202.65233226725888, epsilon: 0.8088419281064971, total steps: 7942
episode:102, reward: -6.274866321824927, mean reward: -6.93, score: -201.10126639983017, epsilon: 0.8085276158483162, total steps: 7971
episode:103, reward: -10.31691680954417, mean reward: -2.27, score: -204.60514010779735, epsilon: 0.8075529927342011, total steps: 8061
episode:104, reward: -9.060582203308469, mean reward: -5.74, score: -206.649798191472, epsilon: 0.8071634942175697, total steps: 8097
episode:105, reward: -0.2756918006320297, mean reward: -2.17, score: -199.87865299340933, epsilon: 0.8061690187093682, total steps: 8189
episode:106, reward: -5.322211684777261, mean reward: -1.11, score: -199.56264687369318, epsilon: 0.8042270819357283, total steps: 8369
episode:107, reward: -4.251343026684594, mean reward: -7.73, score: -201.04619957726246, epsilon: 0.8039469924679876, total steps: 8395
episode:108, reward: -4.627746919477266, mean reward: -1.5, score: -200.42402398912765, epsilon: 0.8025051030454549, total steps: 8529
episode:109, reward: -8.386783482442663, mean reward: -1.07, score: -203.95707993997485, epsilon: 0.8004653586711313, total steps: 8719
episode:110, reward: -1.8372545946608494, mean reward: -3.66, score: -201.10235796993058, epsilon: 0.7998759389059776, total steps: 8774
episode:111, reward: -6.717724661709371, mean reward: -1.13, score: -203.15096236991826, epsilon: 0.7979501635496761, total steps: 8954
episode:112, reward: -5.036910462496413, mean reward: -3.57, score: -203.57307880137674, epsilon: 0.7973413663175836, total steps: 9011
episode:113, reward: -7.114831085835929, mean reward: -10.55, score: -200.50400648279611, epsilon: 0.7971385440452796, total steps: 9030
episode:114, reward: -10.14832987083178, mean reward: -9.08, score: -208.8402025859606, epsilon: 0.7968930959923387, total steps: 9053
episode:115, reward: -4.623744968388763, mean reward: -5.91, score: -201.00472361947521, epsilon: 0.7965304074343512, total steps: 9087
episode:116, reward: -10.014938964963026, mean reward: -9.51, score: -209.2555250174133, epsilon: 0.7962958204576135, total steps: 9109
episode:117, reward: -4.5246034727573985, mean reward: -5.38, score: -204.41485490532517, epsilon: 0.7958907983853025, total steps: 9147
episode:118, reward: -5.112754754934679, mean reward: -5.65, score: -203.38575550449428, epsilon: 0.7955072960266207, total steps: 9183
episode:119, reward: -4.637792222142083, mean reward: -0.85, score: -202.060540357477, epsilon: 0.7929768753728796, total steps: 9421
episode:120, reward: -94.40727538633602, mean reward: -1.17, score: -148.52993888933946, epsilon: 0.791630125106148, total steps: 9548
episode:121, reward: -6.635704856475443, mean reward: -4.78, score: -205.4358656380883, epsilon: 0.791174692212293, total steps: 9591
episode:122, reward: -0.9746143371954563, mean reward: -1.19, score: -197.9561645984452, epsilon: 0.7894085687315585, total steps: 9758
episode:123, reward: -99.38817462795195, mean reward: -3.7, score: -288.50492138386096, epsilon: 0.78858511519286, total steps: 9836
episode:124, reward: -126.24822214930504, mean reward: -0.93, score: -281.2657631479084, epsilon: 0.7853845004863633, total steps: 10140
episode:125, reward: -2.554352583028354, mean reward: -4.08, score: -200.04218444633005, epsilon: 0.7848699114631933, total steps: 10189
episode:126, reward: -3.9076364092529636, mean reward: -3.97, score: -202.33631957522715, epsilon: 0.7843347012350995, total steps: 10240
episode:127, reward: 0.060954030878106025, mean reward: -1.1, score: -198.4080252827805, epsilon: 0.7824383742440729, total steps: 10421
episode:128, reward: 2.387971533084062, mean reward: -0.9, score: -197.14743731875424, epsilon: 0.780140038629955, total steps: 10641
episode:129, reward: -4.281768774132617, mean reward: -6.17, score: -203.75312601730627, epsilon: 0.7797959108768018, total steps: 10674
episode:130, reward: 8.663026394675683, mean reward: -0.65, score: -189.9993423003935, epsilon: 0.776757960065499, total steps: 10966
episode:131, reward: -4.438614723219141, mean reward: -5.15, score: -200.9622509252698, epsilon: 0.7763531648340337, total steps: 11005
episode:132, reward: -2.148179276460889, mean reward: -3.35, score: -200.8106130545204, epsilon: 0.7757308431544258, total steps: 11065
episode:133, reward: -2.6378945379049377, mean reward: -0.97, score: -201.81164474416894, epsilon: 0.7735775865004093, total steps: 11273
episode:134, reward: -4.23157269041637, mean reward: -1.77, score: -203.114150007508, epsilon: 0.7723898278200765, total steps: 11388
episode:135, reward: -2.256220937866975, mean reward: -1.06, score: -198.68157511611543, epsilon: 0.7704625903790594, total steps: 11575
episode:136, reward: -5.143599578664543, mean reward: -9.17, score: -201.84745775964424, epsilon: 0.7702361948575286, total steps: 11597
episode:137, reward: -97.4807382414556, mean reward: -1.43, score: -173.40705790124332, epsilon: 0.7689922905477277, total steps: 11718
episode:138, reward: -3.0294367709679033, mean reward: -1.66, score: -199.41449652305815, epsilon: 0.7677607882103846, total steps: 11838
episode:139, reward: -1.4364547811972432, mean reward: -1.21, score: -201.32208028322393, epsilon: 0.766060686401508, total steps: 12004
episode:140, reward: -0.35885066321431935, mean reward: -0.97, score: -198.20298061245657, epsilon: 0.763966719197034, total steps: 12209
episode:141, reward: -3.2945191149638973, mean reward: -0.64, score: -202.91124390666388, epsilon: 0.7607509333852089, total steps: 12525
episode:142, reward: 0.28792314942361585, mean reward: -0.64, score: -197.34017840651768, epsilon: 0.7576102815422325, total steps: 12835
episode:143, reward: -6.190307477472054, mean reward: -1.82, score: -202.53862207728773, epsilon: 0.7564891029794373, total steps: 12946
episode:144, reward: -0.7216082946591644, mean reward: -0.85, score: -197.24807908832818, epsilon: 0.754141412931252, total steps: 13179
episode:145, reward: -1.231074012470783, mean reward: -0.8, score: -197.05788292954605, epsilon: 0.7516611780762434, total steps: 13426
episode:146, reward: 6.981945113388613, mean reward: -0.59, score: -191.5356655694363, epsilon: 0.7484409488626196, total steps: 13748
episode:147, reward: -9.935912460367616, mean reward: -10.17, score: -203.46290720091346, epsilon: 0.7482414228108807, total steps: 13768
episode:148, reward: 6.4862265430449195, mean reward: -0.76, score: -192.40362334061413, epsilon: 0.7457223339070622, total steps: 14021
episode:149, reward: -38.65949007019278, mean reward: -0.73, score: -238.41547568767075, epsilon: 0.7424700035243078, total steps: 14349
episode:150, reward: -5.2730616979087745, mean reward: -9.73, score: -204.34789746818097, epsilon: 0.7422622936812848, total steps: 14370
episode:151, reward: 18.500949765135655, mean reward: -0.51, score: -180.70624407526532, epsilon: 0.7387702616622172, total steps: 14724
episode:152, reward: -5.052232116612836, mean reward: -0.97, score: -202.43150935895477, epsilon: 0.7367266677279063, total steps: 14932
episode:153, reward: -5.976720068589, mean reward: -6.74, score: -202.22297516958196, epsilon: 0.7364324193566062, total steps: 14962
episode:154, reward: -2.352841516774235, mean reward: -4.2, score: -201.4502998818255, epsilon: 0.7359618841852578, total steps: 15010
episode:155, reward: 1.0259023123909272, mean reward: -0.89, score: -198.61902973640198, epsilon: 0.7337703145374405, total steps: 15234
episode:156, reward: 5.094379873635932, mean reward: -0.9, score: -191.15774625080303, epsilon: 0.7316928614511822, total steps: 15447
episode:157, reward: -4.014822153822187, mean reward: -8.72, score: -200.52156717843883, epsilon: 0.7314689134473208, total steps: 15470
episode:158, reward: 2.930219132177789, mean reward: -0.82, score: -192.30618903737036, epsilon: 0.7291849608747981, total steps: 15705
episode:159, reward: -5.751745311006981, mean reward: -10.2, score: -204.07218143741053, epsilon: 0.728990935748029, total steps: 15725
episode:160, reward: 5.202033346744099, mean reward: -0.74, score: -192.95074637970214, epsilon: 0.7264833112518602, total steps: 15984
episode:161, reward: -5.254688712976149, mean reward: -8.87, score: -204.06421575540656, epsilon: 0.7262610746761713, total steps: 16007
episode:162, reward: 13.210136147366029, mean reward: -0.5, score: -179.83671422532043, epsilon: 0.7227920884739963, total steps: 16367
episode:163, reward: 9.171857587033305, mean reward: -0.87, score: -190.683085291256, epsilon: 0.7207000809296079, total steps: 16585
episode:164, reward: -8.64614003270812, mean reward: -8.73, score: -200.7892619141543, epsilon: 0.7204797442460256, total steps: 16608
episode:165, reward: -0.1320549371027102, mean reward: -0.58, score: -196.9481479460329, epsilon: 0.7172405564202041, total steps: 16947
episode:166, reward: -3.8971386075401355, mean reward: -4.3, score: -201.89100760148978, epsilon: 0.7167927024144204, total steps: 16994
episode:167, reward: 1.7791544033400202, mean reward: -0.76, score: -203.15602225351222, epsilon: 0.7142447196046212, total steps: 17262
episode:168, reward: 4.7850964530996905, mean reward: -0.67, score: -192.63306173304807, epsilon: 0.7115079911105333, total steps: 17551
episode:169, reward: -12.98335624610036, mean reward: -8.95, score: -205.7559364231714, epsilon: 0.7112906741889035, total steps: 17574
episode:170, reward: 12.615422612281998, mean reward: -0.57, score: -187.33160566944477, epsilon: 0.7081899005462812, total steps: 17903
episode:171, reward: 0.5104933282311155, mean reward: -0.9, score: -194.47391749718386, epsilon: 0.7061526711915684, total steps: 18120
episode:172, reward: -6.037948520741374, mean reward: -5.45, score: -201.52129359910816, epsilon: 0.7058059392811591, total steps: 18157
episode:173, reward: -0.5258412873449476, mean reward: -1.01, score: -197.47799254413195, epsilon: 0.7039722510127571, total steps: 18353
episode:174, reward: -12.386106942048022, mean reward: -9.29, score: -204.31007625556552, epsilon: 0.7037667491715626, total steps: 18375
episode:175, reward: -97.1754111958586, mean reward: -2.6, score: -218.3160436025501, epsilon: 0.7029826995963877, total steps: 18459
episode:176, reward: 2.2212920415532453, mean reward: -0.94, score: -193.1286054618775, epsilon: 0.701073190550562, total steps: 18664
episode:177, reward: -7.306258897312453, mean reward: -8.25, score: -206.33490047958054, epsilon: 0.700840705928662, total steps: 18689
episode:178, reward: -101.42547773418701, mean reward: -3.72, score: -126.50156669746384, epsilon: 0.7005246600602781, total steps: 18723
episode:179, reward: 3.440534461587971, mean reward: -0.78, score: -193.82682384691932, epsilon: 0.6982240219443056, total steps: 18971
episode:180, reward: 2.083432729521692, mean reward: -1.11, score: -194.49492818749204, epsilon: 0.6966054859024845, total steps: 19146
episode:181, reward: 2.166436258459888, mean reward: -0.67, score: -197.47966124295814, epsilon: 0.6939046365181321, total steps: 19439
episode:182, reward: -134.06403331655144, mean reward: -1.63, score: -281.6825558175159, epsilon: 0.6923152370547871, total steps: 19612
episode:183, reward: -7.8925638595692655, mean reward: -7.35, score: -205.8220657358192, epsilon: 0.6920583623383335, total steps: 19640
episode:184, reward: -92.27829397810527, mean reward: -1.26, score: -95.69420939127247, epsilon: 0.6913616486865021, total steps: 19716
episode:185, reward: 0.41349575381300774, mean reward: -1.26, score: -198.53858037998586, epsilon: 0.6899247780816776, total steps: 19873
episode:186, reward: 12.676015546797814, mean reward: -0.56, score: -185.33768149744225, epsilon: 0.6869150896817275, total steps: 20203
episode:187, reward: 1.0237440857272357, mean reward: -0.96, score: -196.81373699915562, epsilon: 0.6850525669442618, total steps: 20408
episode:188, reward: 13.103285648544848, mean reward: -0.48, score: -184.61243775886547, epsilon: 0.6815964332493898, total steps: 20790
episode:189, reward: 25.78725594796439, mean reward: -0.56, score: -166.69353741095497, epsilon: 0.6789223367274918, total steps: 21087
episode:190, reward: 9.689540098554877, mean reward: -0.82, score: -189.5424227055099, epsilon: 0.6768592688030364, total steps: 21317
episode:191, reward: -83.85448203552076, mean reward: -0.51, score: -192.00177985388854, epsilon: 0.6734655383749553, total steps: 21697
episode:192, reward: -9.1665783901959, mean reward: -5.38, score: -204.3144551827887, epsilon: 0.6731271775032406, total steps: 21735
episode:193, reward: -229.94919823238132, mean reward: -2.41, score: -240.7308298254073, epsilon: 0.6722376313624769, total steps: 21835
episode:194, reward: -11.773628675105805, mean reward: -0.52, score: -183.58930589631453, epsilon: 0.6691253635177339, total steps: 22186
episode:195, reward: -4.8437422808246255, mean reward: -9.58, score: -201.08175375391107, epsilon: 0.6689396537665342, total steps: 22207
episode:196, reward: 19.166045995038505, mean reward: -0.36, score: -176.21695249696657, epsilon: 0.6646046445072403, total steps: 22699
episode:197, reward: 30.527348440220777, mean reward: -0.47, score: -168.8174879485781, epsilon: 0.6614868756473741, total steps: 23055
episode:198, reward: -4.791794881715263, mean reward: -6.34, score: -202.9375323873771, epsilon: 0.6612074026743391, total steps: 23087
episode:199, reward: 18.350648111252443, mean reward: -0.41, score: -181.09353666664168, epsilon: 0.6573255180732166, total steps: 23533
episode:200, reward: 6.622862670563077, mean reward: -0.6, score: -192.21477990277882, epsilon: 0.6545555091207328, total steps: 23853
episode:201, reward: -3.351668109748544, mean reward: -5.2, score: -202.72879245185703, epsilon: 0.6542187791491394, total steps: 23892
episode:202, reward: 10.029142921089157, mean reward: -0.56, score: -181.010714831992, epsilon: 0.6514285716899986, total steps: 24216
episode:203, reward: 5.996315080253129, mean reward: -0.7, score: -193.75274788848947, epsilon: 0.6490704516413254, total steps: 24491
episode:204, reward: 17.70144650926057, mean reward: -0.41, score: -180.4377628301399, epsilon: 0.6453081714224081, total steps: 24932
episode:205, reward: 4.052847864080542, mean reward: -0.72, score: -194.58840801103233, epsilon: 0.6430079338345062, total steps: 25203
episode:206, reward: 25.344986952734633, mean reward: -0.33, score: -169.37068227127907, epsilon: 0.6387283788960963, total steps: 25710
episode:207, reward: 19.002841873038008, mean reward: -0.4, score: -177.69302132703746, epsilon: 0.6349892624876876, total steps: 26156
episode:208, reward: -1.8757841532447959, mean reward: -0.83, score: -196.0306741040741, epsilon: 0.6330203338902123, total steps: 26392
episode:209, reward: 2.541959012116738, mean reward: -0.49, score: -193.24193350659363, epsilon: 0.6297231344642701, total steps: 26789
episode:210, reward: 25.616923998297253, mean reward: -0.3, score: -174.38011308977912, epsilon: 0.6249477727242212, total steps: 27368
episode:211, reward: -4.063616523129762, mean reward: -0.9, score: -202.35214815498423, epsilon: 0.6231108804466289, total steps: 27592
episode:212, reward: -8.426369661854807, mean reward: -9.16, score: -201.44740191730466, epsilon: 0.6229307881858976, total steps: 27614
episode:213, reward: 15.295509537845367, mean reward: -0.53, score: -179.8533025430932, epsilon: 0.6201384389141893, total steps: 27956
episode:214, reward: -5.001992094255158, mean reward: -3.03, score: -200.22516776478398, epsilon: 0.6196011331557323, total steps: 28022
episode:215, reward: 15.481055158470792, mean reward: -0.37, score: -179.47558516402526, epsilon: 0.6156197676059996, total steps: 28513
episode:216, reward: -46.32301813093001, mean reward: -0.9, score: -240.15922436911666, epsilon: 0.613474491095948, total steps: 28779
episode:217, reward: 14.363300537191652, mean reward: -0.46, score: -182.6760309413223, epsilon: 0.6103198481299373, total steps: 29172
episode:218, reward: -1.9957219576434921, mean reward: -0.7, score: -199.52973878387107, epsilon: 0.6080431836744108, total steps: 29457
episode:219, reward: 1.8432025034122645, mean reward: -0.46, score: -190.46427886684984, epsilon: 0.6047604225587603, total steps: 29870
episode:220, reward: -5.044074164964424, mean reward: -3.09, score: -203.81121831255447, epsilon: 0.6042376092396433, total steps: 29936
episode:221, reward: -0.36078276708296286, mean reward: -0.53, score: -194.91182011883248, epsilon: 0.601355177433772, total steps: 30301
episode:222, reward: 7.0909724260486175, mean reward: -0.58, score: -188.4296261216218, epsilon: 0.5988012474637083, total steps: 30626
episode:223, reward: 15.91740464531468, mean reward: -0.6, score: -181.42982935489854, epsilon: 0.5964230498701683, total steps: 30930
episode:224, reward: -99.40983647170563, mean reward: -1.69, score: -121.47368761074796, epsilon: 0.5958613036807247, total steps: 31002
episode:225, reward: 3.5359209397609472, mean reward: -0.56, score: -196.11497875727704, epsilon: 0.5931155321919698, total steps: 31355
episode:226, reward: 19.391839847270703, mean reward: -0.55, score: -176.08602259219077, epsilon: 0.5906383846958828, total steps: 31675
episode:227, reward: -7.990543689395053, mean reward: -7.74, score: -201.11746493785273, epsilon: 0.590437613441394, total steps: 31701
episode:228, reward: 21.707689668437176, mean reward: -0.35, score: -168.70753496466457, epsilon: 0.5867214294872384, total steps: 32184
